CATMAT;Status;Princípio Ativo;Quantidade (Numerador);U.M. (Numerador);Quantidade (Denominador);U.M. (Denominador);Forma Farmacêutica;Volume;Desc. Volume;Fator de Correção;Uni. de Consum;Uni. de Fornecimen;Lista;RENAME
BR0292791;Sim;VALSARTANA + HIDROCLOROTIAZIDA;160 + 12,5;mg + mg;;;comprimido;;;1;"COMP.
";COMPRIMIDO;;Não
BR0370525;Sim;VALSARTANA + HIDROCLOROTIAZIDA;160 + 25;mg + mg;;;comprimido;;;1;"COMP.
";COMPRIMIDO;;Não
BR0395162;Sim;VALSARTANA + HIDROCLOROTIAZIDA;320 + 25;mg + mg;;;comprimido;;;1;"COMP.
";COMPRIMIDO;;Não
BR0395910;Sim;VALSARTANA + HIDROCLOROTIAZIDA;320 + 12,5;mg + mg;;;comprimido;;;1;"COMP.
";COMPRIMIDO;;Não
BR0396557;Sim;VALSARTANA + HIDROCLOROTIAZIDA + ANLODIPINO;160 + 12,5 + 5;mg + mg + mg;;;comprimido;;;1;"COMP.
";COMPRIMIDO;;Não
BR0396558;Sim;VALSARTANA + HIDROCLOROTIAZIDA + ANLODIPINO;160 + 25 + 5;mg + mg + mg;;;comprimido;;;1;"COMP.
";COMPRIMIDO;;Não
BR0396559;Sim;VALSARTANA + HIDROCLOROTIAZIDA + ANLODIPINO;160 + 25 + 10;mg + mg + mg;;;comprimido;;;1;"COMP.
";COMPRIMIDO;;Não
BR0279269;Sim;VARFARINA SÓDICA ;5;mg;;;comprimido;;;1;"COMP.
";COMPRIMIDO;;Sim
BR0279271;Sim;VARFARINA SÓDICA ;1;mg;;;comprimido;;;1;"COMP.
";COMPRIMIDO;;Sim
BR0279270;Sim;VARFARINA SÓDICA ;2,5;mg;;;comprimido;;;1;"COMP.
";COMPRIMIDO;;Não
BR0342327;Sim;VARFARINA SÓDICA ;7,5;mg;;;comprimido;;;1;"COMP.
";COMPRIMIDO;;Não
BR0418793;Sim;VEMURAFENIBE;240;mg;;;comprimido;;;1;"COMP.
";COMPRIMIDO;;Não
BR0272853E;Sim;VIGABATRINA;500;mg;;;comprimido;;;1;"COMP.
";COMPRIMIDO;C01;Não
BR0272853;Sim;VIGABATRINA;500;mg;;;comprimido;;;1;"COMP.
";COMPRIMIDO;C01;Não
BR0362802;Sim;VILDAGLIPTINA;50;mg;;;comprimido;;;1;"COMP.
";COMPRIMIDO;;Não
BR0357064;Sim;VILDAGLIPTINA + CLORIDRATO DE METFORMINA;50 + 500;mg + mg;;;comprimido;;;1;"COMP.
";COMPRIMIDO;;Não
BR0357066;Sim;VILDAGLIPTINA + CLORIDRATO DE METFORMINA;50 + 850;mg + mg;;;comprimido;;;1;"COMP.
";COMPRIMIDO;;Não
BR0395437;Sim;VILDAGLIPTINA + CLORIDRATO DE METFORMINA;50 + 1.000;mg + mg;;;comprimido;;;1;"COMP.
";COMPRIMIDO;;Não
BR0369106;Sim;VIMPOCETINA;5;mg;;;comprimido;;;1;"COMP.
";COMPRIMIDO;;Não
BR0368704;Sim;VITIS VINIFERA L.;150;mg;;;comprimido;;;1;"COMP.
";COMPRIMIDO;;Não
BR0294729;Sim;VORICONAZOL;50;mg;;;comprimido;;;1;"COMP.
";COMPRIMIDO;;Não
BR0338297;Sim;VORICONAZOL;200;mg;;;comprimido;;;1;"COMP.
";COMPRIMIDO;;Não
BR0272094;Sim;ZIDOVUDINA + LAMIVUDINA;300 + 150;mg + mg;;;comprimido;;;1;"COMP.
";COMPRIMIDO;C04;Sim
BR0341829;Sim;ZOPICLONA;7,5;mg;;;comprimido;;;1;"COMP.
";COMPRIMIDO;B01;Não
BR0272482;Sim;ZUCLOPENTIXOL;10;mg;;;comprimido;;;1;"COMP.
";COMPRIMIDO;C01;Não
BR0387985;Sim;ZUCLOPENTIXOL;25;mg;;;comprimido;;;1;"COMP.
";COMPRIMIDO;;Não
BR0410989;Sim;BENFOTIAMINA;150;mg;;;comprimido revestido (drágea);;;1;DRG.;DRAGEA;;Não
BR0269603;Sim;BISACODIL;5;mg;;;comprimido revestido (drágea);;;1;DRG.;DRAGEA;;Não
BR0268427E;Sim;CICLOFOSFAMIDA;50;mg;;;comprimido revestido (drágea);;;1;;DRAGEA;;Não
BR0271110;Sim;CIPROTERONA + ETINILESTRADIOL;2 + 0,035;mg + mg;;;comprimido revestido (drágea);;;30;"COMP.
";CARTELA;;Não
BR0296647;Sim;CUMARINA + TROXERRUTINA;15 + 90;mg + mg;;;comprimido revestido (drágea);;;1;DRG.;DRAGEA;;Não
BR0352129;Sim;MALEATO DE DEXCLORFENIRAMINA;6;mg;;;comprimido revestido (drágea);;;1;DRG.;DRAGEA;;Não
BR0406013;Sim;VALERATO DE ESTRADIOL;1;mg;;;comprimido revestido (drágea);;;28;DRG.;DRAGEA;;Não
BR0400877;Sim;VALERATO DE ESTRADIOL + LEVONORGESTREL;PROB;;;;comprimido revestido (drágea);;;1;DRG.;CARTELA;;Não
BR0282151;Sim;EXEMESTANO;25;mg;;;comprimido revestido (drágea);;;1;DRG.;DRAGEA;;Não
BR0268111;Sim;CLORIDRATO DE HIDRALAZINA;25;mg;;;comprimido revestido (drágea);;;1;UN.;DRAGEA;;Sim
BR0268112;Sim;CLORIDRATO DE HIDRALAZINA;50;mg;;;comprimido revestido (drágea);;;1;"COMP.
";DRAGEA;;Não
BR0417156;Sim;METENAMINA+METILTIONINIO;120 + 20;mg + mg;;;comprimido revestido (drágea);;;1;DRG.;DRAGEA;;Não
BR0273639-3;Sim;MULTIVITAMINAS + SAIS MINERAIS;PROB;;;;comprimido revestido (drágea);;;1;DRG.;DRAGEA;;Não
BR0407034;Sim;MULTIVITAMINAS (B1, B6, B12) + SAIS MINERAIS +  ÁC. GLUTÂMICO + AC AMINUBUTÍRICO;PROB;;;;comprimido revestido (drágea);;;1;DRG.;DRAGEA;;Não
BR0404508;Sim;PANAX GINSENG + SULFATO FERROSO + MULTIVITAMINAS;PROB;;;;comprimido revestido (drágea);;;1;DRG.;DRAGEA;;Não
BR0272330;Sim;CLORIDRATO DE PIPERIDOLATO + HESPERIDINA + ÁCIDO ASCÓRBICO;100 + 50 + 50;mg + mg + mg;;;comprimido revestido (drágea);;;1;DRG.;DRAGEA;;Não
BR0428148;Sim;QUERATINA + SENE + ENXOFRE SUBLIMADO + BITARTARATO DE POTÁSSIO;200;mg;;;comprimido revestido (drágea);;;1;DRG.;DRAGEA;;Não
BR0271913;Sim;PALMITATO DE RETINOL;50.000;UI;;;comprimido revestido (drágea);;;1;DRG.;DRAGEA;;Não
BR0276452;Sim;SILIMARINA;70;mg;;;comprimido revestido (drágea);;;1;DRG.;DRAGEA;;Não
BR0276456;Sim;SILIMARINA + METIONINA;70 + 100;mg + mg;;;comprimido revestido (drágea);;;1;DRG.;DRAGEA;;Não
BR0285817;Sim;SIROLIMO;1;mg;;;comprimido revestido (drágea);;;1;DRG.;DRAGEA;;Não
BR0285817E;Sim;SIROLIMO;1;mg;;;comprimido revestido (drágea);;;1;;DRAGEA;;Não
BR0285818;Sim;SIROLIMO;2;mg;;;comprimido revestido (drágea);;;1;DRG.;DRAGEA;;Não
BR0285818E;Sim;SIROLIMO;2;mg;;;comprimido revestido (drágea);;;1;;DRAGEA;;Não
BR0320338;Sim;SULBUTIAMINA;200;mg;;;comprimido revestido (drágea);;;1;DRG.;DRAGEA;;Não
BR0356453;Sim;TIANEPTINA;12,5;mg;;;comprimido revestido (drágea);;;1;DRG.;DRAGEA;D02;Não
BR0368499-1;Sim;VITAMINAS DO COMPLEXO B (B1,B2,B3,B5,B6);PROB;;;;comprimido revestido (drágea);;;1;"COMP.
";COMPRIMIDO;;Não
BR0272093-2;Sim;VITAMINAS DO COMPLEXO B (B1,B2,B3,B6,B12);PROB;;;;comprimido revestido (drágea);;;1;"COMP.
";COMPRIMIDO;;Não
BR0267077E;Sim;BEZAFIBRATO;200;mg;;;comprimido revestido (drágea);;;1;;DRAGEA;;Não
BR0399052;Sim;CARBONATO DE CÁLCIO + CARBONATO DE MAGNÉSIO + CARBONATO BÁSICO BISMUTO + BICARBONATO DE SÓDIO;521 + 67 +3,30 + 63,7;mg + mg + mg + mg;;;pastilha;;;1;PAST.;PASTILHA;;Não
BR0406953;Sim;CARBONATO DE CÁLCIO + COLECALCIFEROL ;50 + 0,25;mg + mg;;;pastilha;;;1;PAST.;PASTILHA;;Não
BR0392593;Sim;HIDRÓXIDO DE MAGNÉSIO + CARBONATO DE CÁLCIO + HIDRÓXIDO DE ALUMÍNIO  ;185 + 231,5 + 178;mg + mg + mg;;;pastilha;;;1;"COMP.
";PASTILHA;;Não
BR0287252;Sim;NICOTINA;2;mg;;;pastilha;;;1;PAST.;PASTILHA;;Não
BR0287253;Sim;NICOTINA;4;mg;;;pastilha;;;1;PAST.;PASTILHA;;Não
BR0434128;Sim;ÁCIDO FÓLICO + ACETATO DE RACEALFATOCOFEROL;800 + 20;mcg + mg;;;cápsula;;;1;;CAPSULA;;Não
BR0267504-1;Sim;ÁCIDO VALPRÓICO ;250;mg;;;cápsula;;;1;CAPS.;CAPSULA;C01;Sim
BR0381060;Sim;ÁCIDOS GRAXOS POLIINSATURADOS MARINHOS;1.000;mg;;;cápsula;;;1;CAPS.;CAPSULA;;Não
BR0308718E;Sim;ACITRETINA;25;mg;;;cápsula;;;1;;CAPSULA;C02;Não
BR0308719E;Sim;ACITRETINA;10;mg;;;cápsula;;;1;;CAPSULA;C02;Não
BR0308718;Sim;ACITRETINA;25;mg;;;cápsula;;;1;CAPS.;CAPSULA;C02;Sim
BR038719;Sim;ACITRETINA;10;mg;;;cápsula;;;1;CAPS.;CAPSULA;C02;Sim
BR0309062;Sim;AESCULUS HIPPOCASTANUM L. (CASTANHA DA ÍNDIA);100;mg;;;cápsula;;;1;CAPS.;CAPSULA;;Não
BR0309063;Sim;AESCULUS HIPPOCASTANUM L. (CASTANHA DA ÍNDIA);300;mg;;;cápsula;;;1;CAPS.;CAPSULA;;Não
BR0292400E;Sim;ALFACALCIDOL;0,25;mcg;;;cápsula;;;1;;CAPSULA;;Não
BR0292401E;Sim;ALFACALCIDOL;1;mcg;;;cápsula;;;1;;CAPSULA;;Não
BR0292401;Sim;ALFACALCIDOL;1;mcg;;;cápsula;;;1;CAPS.;CAPSULA;;Sim
BR0329610;Sim;ALFATOCOFEROL (VITAMINA E);400;mg;;;cápsula;;;1;CAPS.;CAPSULA;;Não
BR0284465-1;Sim;ALPRAZOLAM;2;mg;;;cápsula dura de liberação prolongada;;;1;"COMP.
";COMPRIMIDO; B01;Sim
BR0271089-1;Sim;AMOXICILINA;500;mg;;;cápsula;;;1;CAPS.;CAPSULA;ANTIMICROBIANOS;Sim
BR0267515-1;Sim;AMPICILINA;500;mg;;;cápsula;;;1;CAPS.;CAPSULA;ANTIMICROBIANOS;Não
BR0268320;Sim;AMPRENAVIR;150;mg;;;cápsula;;;1;UN.;CAPSULA;;Não
BR0362266;Sim;APREPITANTO;PROB;;;;cápsula;1 CAP 125;MG;1;CAPS.;CAIXA;;Não
BR0395520;Sim;ASPARTATO DE MAGNÉSIO + CARBONATO DE CALCIO +  RANITIDINA + COLECALCIFEROL;50 + 500 + 150 + 400;UI + UI + mg + UI;;;cápsula;;;1;CAPS.;CAPSULA;;Não
BR0267586E;Sim;BECLOMETASONA;200;mcg;;;cápsula para inalação;;;1;;CAPSULA INALANTE;;Não
BR0267907E;Sim;BECLOMETASONA;400;mcg;;;cápsula para inalação;;;1;;CAPSULA INALANTE;;Não
BR0267587E;Sim;BECLOMETASONA;200;mcg;;;cápsula para inalação;;;1;;FRASCO DE 100 DOSES;;Não
BR0331308;Sim;BESILATO DE ANLODIPINO + ATENOLOL;5 + 50;mg + mg;;;cápsula;;;1;CAPS.;CAPSULA;;Não
BR0394915;Sim;BESILATO DE ANLODIPINO + CLORIDRATO DE BENAZEPRIL;2,5 + 10;mg + mg;;;cápsula;;;1;CAPS.;CAPSULA;;Não
BR0394916;Sim;BESILATO DE ANLODIPINO + CLORIDRATO DE BENAZEPRIL;5 + 10;mg + mg;;;cápsula;;;1;CAPS.;CAPSULA;;Não
BR0364917;Sim;BESILATO DE ANLODIPINO + CLORIDRATO DE BENAZEPRIL;5 + 20;mg + mg;;;cápsula;;;1;CAPS.;CAPSULA;;Não
BR0343126;Sim;BESILATO DE ANLODIPINO + LOSARTANA POTÁSSICA;5 + 100;mg + mg;;;cápsula;;;1;CAPS.;CAPSULA;;Não
BR0270877;Sim;BESILATO DE ANLODIPINO + MALEATO DE ENALAPRIL;2,5 + 10;mg + mg;;;cápsula;;;1;CAPS.;CAPSULA;;Não
BR0270878;Sim;BESILATO DE ANLODIPINO + MALEATO DE ENALAPRIL;5 + 10;mg + mg;;;cápsula;;;1;CAPS.;CAPSULA;;Não
BR0412122;Sim;BETACAROTENO;5;mg;;;cápsula;;;1;CAPS.;CAPSULA;;Não
BR0271758;Sim;BETANECOL;10;mg;;;cápsula;;;1;CAPS.;CAPSULA;;Não
BR0404790E;Sim;BOCEPREVIR;200;mg;;;cápsula;;;1;;CAPSULA;;Não
BR0404790;Sim;BOCEPREVIR;200;mg;;;cápsula;;;1;CAPS.;CAPSULA;;Não
BR0352944;Sim;BORAGO OFFICIALIS;900;mg;;;cápsula;;;1;CAPS.;CAPSULA;;Não
BR0342526;Sim;BROMETO DE TIOTRÓPIO;18;mcg;;;cápsula;;;1;CAPS.;CAPSULA;;Não
BR0276388;Sim;BROMIDRATO DE GALANTAMINA;8;mg;;;cápsula dura de liberação prolongada;;;1;CAPS.;CAPSULA;C01;Não
BR0315734;Sim;BROMIDRATO DE GALANTAMINA;24;mg;;;cápsula dura de liberação prolongada;;;1;CAPS.;CAPSULA;C01;Não
BR0286765E;Sim;BROMOCRIPTINA;5;mg;;;cápsula de liberação retardada;;;1;;"CAP LIBERAÇ&#195;O RETARDADA";;Não
BR0269954-1;Sim;BROMOPRIDA;10;mg;;;cápsula;;;1;CAPS.;CAPSULA;;Não
BR0352394E;Sim;BUDESONIDA;400;mcg;;;cápsula para inalação;;;1;;CAPSULA INALANTE;;Não
BR0352397E;Sim;BUDESONIDA;200;mcg;;;cápsula para inalação;;;1;;CAPSULA INALANTE;;Não
BR0352394;Sim;BUDESONIDA;400;mcg;;;cápsula;;;1;CAPS.;CAPSULA;;Não
BR0352395;Sim;BUDESONIDA;200;mcg;;;cápsula;REFIL;;1;CAPS.;CAPSULA;;Não
BR0352397;Sim;BUDESONIDA;200;mg;;;cápsula;C INALADOR;;1;CAPS.;CAPSULA;;Não
BR0276384;Sim;BUDESONIDA;3;mg;;;cápsula dura de liberação prolongada;;;1;CAPS.;CAPSULA;;Não
BR0271101E;Sim;CALCITRIOL;0,25;mg;;;cápsula;;;1;;CAPSULA;;Não
BR0271101;Sim;CALCITRIOL;0,25;mcg;;;cápsula;;;1;CAPS.;CAPSULA;;Não
BR0292416;Sim;CALCITRIOL;1;mcg;;;cápsula;;;1;CAPS.;CAPSULA;;Não
BR0395720;Sim;CARNITINA;1;g;;;cápsula;;;1;SACHÊ;CAPSULA;;Não
BR0426931;Sim;CASSIA ANGUSTIFOLIA + TAMARINDUS INDICA +CASSIA FISTULA + CORIANDRUM SATIVUM;240 + 11,7 + 11,7 + 5,4;mg + mg + mg + mg;;;cápsula;;;1;CAPS.;CAPSULA;;Sim
BR0271982;Sim;CEFADROXILA;500;mg;;;cápsula;;;1;CAPS.;CAPSULA;ANTIMICROBIANOS;Não
BR0267625-1;Sim;CEFALEXINA;500;mg;;;cápsula;;;1;CAPS.;CAPSULA;ANTIMICROBIANOS;Sim
BR0268866;Sim;CELECOXIBE;200;mg;;;cápsula;;;1;CAPS.;CAPSULA;;Não
BR0271992;Sim;CELECOXIBE;100;mg;;;cápsula;;;1;"COMP.
";CAPSULA;;Não
BR0268422;Sim;CETOPROFENO;50;mg;;;cápsula;;;1;CAPS.;CAPSULA;;Não
BR0392663;Sim;CETOPROFENO;320;mg;;;cápsula dura de liberação prolongada;;;1;CAPS.;CAPSULA;;Não
BR0392662;Sim;CETOPROFENO;160;mg;;;cápsula dura de liberação prolongada;;;1;CAPS.;CAPSULA;;Não
BR0271104E;Sim;CICLOSPORINA;25;mg;;;cápsula;;;1;;CAPSULA;;Não
BR0271105E;Sim;CICLOSPORINA;10;mg;;;cápsula;;;1;;CAPSULA;;Não
BR0271106E;Sim;CICLOSPORINA;50;mg;;;cápsula;;;1;;CAPSULA;;Não
BR0271107E;Sim;CICLOSPORINA;100;mg;;;cápsula;;;1;;CAPSULA;;Não
BR0271104;Sim;CICLOSPORINA;25;mg;;;cápsula;;;1;CAPS.;CAPSULA;;Sim
BR0271106;Sim;CICLOSPORINA;50;mg;;;cápsula;;;1;CAPS.;CAPSULA;;Não
BR0271107;Sim;CICLOSPORINA;100;mg;;;cápsula;;;1;CAPS.;CAPSULA;;Sim
BR0271105;Sim;CICLOSPORINA;10;mg;;;cápsula;;;1;CAPS.;CAPSULA;;Não
BR0397910;Sim;CISTINA + ÁCIDO AMINOBENZÓICO + PANTOTENATO DE CÁLCIO + NITRATO DE TIAMINA + LEVEDURA + QUERATINA;60 + 20 + 60 + 100 + 20 +20;mg + mg + mg + mg + mg + mg;;;cápsula;;;1;CAPS.;CAPSULA;;Não
BR0273830;Sim;CITIDINA + URIDINA + HIDROXOCOBALAMINA;2,5 + 1,5 + 1;mg + mg + mg;;;cápsula;;;1;CAPS.;CAPSULA;;Não
BR0395718;Sim;CITRATO DE SILDENAFILA;12,5;mg;;;cápsula;;;1;CAPS.;CAPSULA;;Não
BR0268439-2;Sim;CLARITROMICINA;500;mg;;;cápsula;;;1;CAPS.;CAPSULA;ANTIMICROBIANOS;Sim
BR0269986-1;Sim;CLARITROMICINA;250;mg;;;cápsula;;;1;CAPS.;CAPSULA;ANTIMICROBIANOS;Não
BR0299128;Sim;CLOFAZIMINA;50;mg;;;cápsula;;;1;UN.;CAPSULA;ANTIMICROBIANOS;Não
BR0299129;Sim;CLOFAZIMINA;100;mg;;;cápsula;;;1;UN.;CAPSULA;ANTIMICROBIANOS;Não
BR0335097-2;Sim;CLORANFENICOL;250;mg;;;cápsula;;;1;CAPS.;CAPSULA;ANTIMICROBIANOS;Sim
BR0276336;Sim;CLORIDRATO DE AMITRIPTILINA + CLORDIAZEPÓXIDO;12,5 + 5;mg + mg;;;cápsula;;;1;CAPS.;CAPSULA;C01;Não
BR0413768;Sim;CLORIDRATO DE BUPROPIONA;300;mg;;;cápsula dura de liberação prolongada;;;1;CAPS.;COMPRIMIDO;C01;Não
BR0268436;Sim;CLORIDRATO DE CLINDAMICINA;300;mg;;;cápsula;;;1;CAPS.;CAPSULA;ANTIMICROBIANOS;Sim
BR0268955;Sim;CLORIDRATO DE CLINDAMICINA;150;mg;;;cápsula;;;1;CAPS.;CAPSULA;ANTIMICROBIANOS;Sim
BR0267570;Sim;CLORIDRATO DE DILTIAZEM;180;mg;;;cápsula dura de liberação prolongada;;;1;CAPS.;CAPSULA;;Não
BR0267572-1;Sim;CLORIDRATO DE DILTIAZEM;120;mg;;;cápsula dura de liberação prolongada;;;1;CAPS.;CAPSULA;;Não
BR0276374;Sim;CLORIDRATO DE DILTIAZEM;240;mg;;;cápsula dura de liberação prolongada;;;1;CAPS.;CAPSULA;;Não
BR0276375;Sim;CLORIDRATO DE DILTIAZEM;300;mg;;;cápsula dura de liberação prolongada;;;1;CAPS.;CAPSULA;;Não
BR0267571;Sim;CLORIDRATO DE DILTIAZEM;90;mg;;;cápsula dura de liberação prolongada;;;1;CAPS.;CAPSULA;;Não
BR0412094;Sim;CLORIDRATO DE FINGOLIMODE;0,5;mg;;;cápsula;;;1;CAPS.;CAPSULA;;Não
BR0273009-1;Sim;CLORIDRATO DE FLUOXETINA;20;mg;;;cápsula;;;1;CAPS.;CAPSULA;C01;Sim
BR0305464-2;Sim;CLORIDRATO DE FLUOXETINA;10;mg;;;cápsula;;;1;CAPS.;CAPSULA;C01;Não
BR0395719;Sim;CLORIDRATO DE FLUOXETINA;60;mg;;;cápsula;;;1;CAPS.;CAPSULA;C01;Não
BR0305487;Sim;CLORIDRATO DE MEBEVERINA;200;mg;;;cápsula de liberação controlada;;;1;CAPS.;CAPSULA;;Não
BR0272320-1;Sim;CLORIDRATO DE METILFENIDATO;10;mg;;;cápsula;;;1;CAPS.;CAPSULA;A03;Não
BR0305488;Sim;CLORIDRATO DE METILFENIDATO;20;mg;;;cápsula;;;1;CAPS.;CAPSULA;A03;Não
BR0305489;Sim;CLORIDRATO DE METILFENIDATO;40;mg;;;cápsula;;;1;"COMP.
";COMPRIMIDO;A03;Não
BR0305490;Sim;CLORIDRATO DE METILFENIDATO;30;mg;;;cápsula;;;1;CAPS.;CAPSULA;A03;Não
BR0402625;Sim;CLORIDRATO DE MINOCICLINA;100;mg;;;cápsula;;;1;CAPS.;CAPSULA;ANTIMICROBIANOS;Não
BR0271606;Sim;CLORIDRATO DE NORTRIPTILINA;25;mg;;;cápsula;;;1;CAPS.;CAPSULA;C01;Sim
BR0271607;Sim;CLORIDRATO DE NORTRIPTILINA;75;mg;;;cápsula;;;1;CAPS.;CAPSULA;C01;Sim
BR0271609-1;Sim;CLORIDRATO DE NORTRIPTILINA;10;mg;;;cápsula;;;1;CAPS.;CAPSULA;C01;Sim
BR0271610;Sim;CLORIDRATO DE NORTRIPTILINA;50;mg;;;cápsula;;;1;CAPS.;CAPSULA;C01;Sim
BR0272340;Sim;CLORIDRATO DE TIAMINA;100;mg;;;cápsula;;;1;CAPS.;CAPSULA;;Não
BR0268534-1;Sim;CLORIDRATO DE TRAMADOL;50;mg;;;cápsula;;;1;CAPS.;CAPSULA; A02;Não
BR0309437;Sim;CLORIDRATO DE TRAMADOL;100;mg;;;cápsula dura de liberação prolongada;;;1;"COMP.
";COMPRIMIDO; A02;Não
BR0272379;Sim;CLORIDRATO DE VENLAFAXINA;75;mg;;;cápsula dura de liberação prolongada;;;1;CAPS.;CAPSULA;C01;Não
BR0272380;Sim;CLORIDRATO DE VENLAFAXINA;150;mg;;;cápsula dura de liberação prolongada;;;1;CAPS.;CAPSULA;C01;Não
BR0302443;Sim;CLORIDRATO DEDULOXETINA;60;mg;;;cápsula;;;1;CAPS.;CAPSULA;C01;Não
BR0431100;Sim;CODEÍNA;45;mg;;;cápsula;;;1;CAPS.;CAPSULA; A02;Não
BR0431097;Sim;COLECALCIFEROL;7.000;UI;;;cápsula;;;1;CAPS.;CAPSULA;;Não
BR0431098;Sim;COLECALCIFEROL;50.000;UI;;;cápsula;;;1;CAPS.;CAPSULA;;Não
BR0410047;Sim;CRANBERRY (VACCINIUM MACROCARPOM);400;mg;;;cápsula;;;1;CAPS.;CAPSULA;;Não
BR0432637;Sim;CRIZOTINIBE;250;UI;;;cápsula;;;1;CAPS.;CAPSULA;;Não
BR0434127;Sim;CURCUMA LONGA;250;mg;;;cápsula;;;1;;CAPSULA;;Não
BR0367515;Sim;CYNARA SCOLYMUS  (ALCACHOFRA);200;mg;;;cápsula;;;1;CAPS.;CAPSULA;;Sim
BR0395618;Sim;CYNARA SCOLYMUS  (ALCACHOFRA);300;mg;;;cápsula;;;1;CAPS.;CAPSULA;;Sim
BR0429325;Sim;CYNARA SCOLYMUS  (ALCACHOFRA);250;mg;;;cápsula;;;1;CAPS.;CAPSULA;;Sim
BR0399066;Sim;CYNARA SCOLYMUS (ALCACHOFRA);500;mg;;;cápsula;;;1;CAPS.;CAPSULA;;Sim
BR0272471E;Sim;DANAZOL;50;mg;;;cápsula;;;1;;CAPSULA;;Sim
BR0272472E;Sim;DANAZOL;200;mg;;;cápsula;;;1;;CAPSULA;;Sim
BR0272473E;Sim;DANAZOL;100;mg;;;cápsula;;;1;;CAPSULA;;Sim
BR0328959;Sim;DANTROLENO SODICO;25;mg;;;cápsula;;;1;CAPS.;CAPSULA;;Não
BR0328960;Sim;DANTROLENO SODICO;100;mg;;;cápsula;;;1;CAPS.;CAPSULA;;Não
BR0291802;Sim;DIACEREÍNA;50;mg;;;cápsula;;;1;CAPS.;CAPSULA;;Não
BR0425676;Sim;DIAZOXIDO;25;mg;;;cápsula;;;1;CAPS.;CAPSULA;;Não
BR0270991;Sim;DICLOFENACO COLESTIRAMINA;70;mg;;;cápsula;;;1;CAPS.;CAPSULA;;Não
BR0277525-2;Sim;DIDANOSINA;250;mg;;;cápsula;;;1;CAPS.;CAPSULA;C04;Sim
BR0277526-2;Sim;DIDANOSINA;400;mg;;;cápsula;;;1;CAPS.;CAPSULA;C04;Sim
BR0269591;Sim;DIMETICONA;125;mg;;;cápsula;;;1;CAPS.;CAPSULA;;Não
BR0267585;Sim;DIPROPIONATO DE BECLOMETASONA;400;mcg;;;cápsula;60;DOSES;1;CAPS.;CAPSULA;;Não
BR0267586;Sim;DIPROPIONATO DE BECLOMETASONA;200;mcg;;;cápsula;60;DOSES;1;CAPS.;CAPSULA;;Não
BR0352911;Sim;DIVALPROATO DE SÓDIO;125;mg;;;cápsula;;;1;CAPS.;CAPSULA;C01;Não
BR0429055;Sim;DOXAZOSINA + FINASTERIDA;5 + 2;mg + mg;;;cápsula;;;1;CAPS.;CAPSULA;;Não
BR0428705;Sim;DUTASTERIDA + TANSULOSINA;0,5 + 0,4;mg + mg;;;cápsula;;;1;CAPS.;CAPSULA;;Sim
BR0290675;Sim;EBASTINA + PSEUDOEFEDRINA;10 + 120;mg + mg;;;cápsula;;;1;CAPS.;CAPSULA;;Não
BR0268337;Sim;EFAVIRENZ;200;mg;;;cápsula;;;1;CAPS.;CAPSULA;C04;Sim
BR0274186;Sim;ESOMEPRAZOL MAGNÉSIO;20;mg;;;cápsula;;;1;CAPS.;CAPSULA;;Não
BR0274187;Sim;ESOMEPRAZOL MAGNÉSIO;40;mg;;;cápsula;;;1;CAPS.;CAPSULA;;Não
BR0268340;Sim;ESTAVUDINA ;40;mg;;;cápsula;;;1;CAPS.;CAPSULA;C04;Não
BR0268341;Sim;ESTAVUDINA ;30;mg;;;cápsula;;;1;CAPS.;CAPSULA;C04;Sim
BR0269992-1;Sim;ESTEARATO DE ERITROMICINA;500;mg;;;cápsula;;;1;CAPS.;CAPSULA;ANTIMICROBIANOS;Não
BR0370117;Sim;ETEXILATO DE DABIGATRANA;110;mg;;;cápsula;;;1;CAPS.;CAPSULA;;Não
BR0402259;Sim;ETEXILATO DE DABIGATRANA;150;mg;;;cápsula;;;1;CAPS.;CAPSULA;;Não
BR0268181E;Sim;ETOFIBRATO;500;mg;;;cápsula;;;1;;CAPSULA;;Não
BR0268181;Sim;ETOFIBRATO;500;mg;;;cápsula;;;1;CAPS.;CAPSULA;;Não
BR0270371;Sim;ETOPÓSIDO;50;mg;;;cápsula;;;1;CAPS.;CAPSULA;;Não
BR0292770;Sim;EXTRATO DE ÓLEO INSAPONIFICÁVEL DE ABACATE (GLYCINE MAX) E SOJA (PERSEA GRATISSIMA);100 + 200;mg + mg;;;cápsula;;;1;CAPS.;CAPSULA;;Não
BR435745;Sim;EXTRATO MEDICINAL, PRINCÍPIO ATIVO AMORA (MORUS NIGRA L.), CONCENTRAÇÃO 500;500;mg;;;cápsula;;;1;CAPS.;CAPSULA;;Sim
BR0267081E;Sim;FENOFIBRATO;200;mg;;;cápsula;;;1;;CAPSULA;;Não
BR0342501E;Sim;FENOFIBRATO;250;mg;;;cápsula de liberação retardada;;;1;;"CAP LIBERAÇ&#195;O RETARDADA";;Não
BR0267081;Sim;FENOFIBRATO;200;mg;;;cápsula;;;1;CAPS.;CAPSULA;;Sim
BR0342501;Sim;FENOFIBRATO;250;mg;;;cápsula dura de liberação prolongada;;;1;CAPS.;CAPSULA;;Não
BR0412094E;Sim;FINGOLIMODE;0,5;mg;;;cápsula;;;1;;CAPSULA;;Sim
