"CO_SEQ_ID";"NU_ISID";"NO_NM";"NO_NM_PT_BR";"CO_DCBCD";"CO_NCAS";"NO_DESCR_PT_BR"
"9339";"@brasil16963153095";"mebendazole";"mebendazol";"05515";"31431-39-7";"DCB"
"9340";"@brasil10831495728";"mebeverine";"mebeverina";"05517";"3625-06-7";"DCB"
"9341";"@brasil13268019661";"mebhydrolin";"mebidrolina";"05519";"524-81-2";"DCB"
"9342";"@brasil13845611431";"mebrofenina";"mebrofenina";"05523";"78266-06-5";"DCB"
"9343";"@brasil19423998480";"mebutamate";"mebutamato";"05524";"64-55-1";"DCB"
"9344";"@brasil15583158418";"ingenol mebutate";"mebutato de ingenol";"10059";"75567-37-2";"DCB"
"9345";"@brasil19643796959";"mecamylamine";"mecamilamina";"05527";"60-40-2";"DCB"
"9346";"@brasil11469509853";"mecasermin";"mecasermina";"05529";"68562-41-4";"DCB"
"9347";"@brasil18416158693";"mecilinam";"mecilinam";"05531";"32887-01-7";"DCB"
"9348";"@brasil17672264218";"meclocycline";"meclociclina";"05534";"2013-58-3";"DCB"
"9349";"@brasil13112845319";"mecobalamin";"mecobalamina";"05546";"13422-55-4";"DCB"
"9350";"@brasil12547434252";"mecrilate";"mecrilato";"05547";"137-05-3";"DCB"
"9351";"@brasil13398635612";"medetomidine";"medetomidina";"05551";"86347-14-0";"DCB"
"9352";"@brasil19350875613";"medrysone";"medrisona";"05558";"2668-66-8";"DCB"
"9353";"@brasil16558471540";"medroxyprogesterone";"medroxiprogesterona";"05562";"520-85-4";"DCB"
"9354";"@brasil14739731171";"mephenesin";"mefenesina";"05565";"59-47-2";"DCB"
"9355";"@brasil14023241542";"mephenytoin";"mefenitoína";"05568";"50-12-4";"DCB"
"9356";"@brasil15897014508";"mefenorex";"mefenorex";"05569";"17243-57-1";"DCB"
"9357";"@brasil17415348222";"mephenoxalone";"mefenoxalona";"05571";"70-07-5";"DCB"
"9358";"@brasil19385697895";"mephentermine";"mefentermina";"05572";"100-92-5";"DCB"
"9359";"@brasil14682445119";"mefloquine";"mefloquina";"05576";"53230-10-7";"DCB"
"9360";"@brasil15255132218";"mefruside";"mefrusida";"05578";"7195-27-9";"DCB"
"9361";"@brasil12228326043";"megestrol";"megestrol";"05581";"3562-63-8";"DCB"
"9362";"@brasil15376233871";"meglitinide";"meglitinida";"05583";"54870-28-9";"DCB"
"9363";"@brasil10196191537";"meglumine";"meglumina";"05585";"6284-40-8";"DCB"
"9364";"@brasil14852256377";"honey";"mel";"11034";"8028-66-8";"DCB"
"9365";"@brasil13672707585";"melarsoprol";"melarsoprol";"05608";"494-79-1";"DCB"
"9366";"@brasil13806769104";"melatonin";"melatonina";"11038";"73-31-4";"DCB"
"9367";"@brasil18015723075";"melengestrol";"melengestrol";"05609";"5633-18-1";"DCB"
"9368";"@brasil18658308374";"melphalan";"melfalana";"05613";"148-82-3";"DCB"
"9369";"@brasil19244372953";"melissa officinalis l.";"melissa officinalis l.";"09913";\N;"DCB"
"9370";"@brasil10246939956";"melitracen";"melitraceno";"05616";"5118-29-6";"DCB"
"9371";"@brasil13501581225";"meloxicam";"meloxicam";"05619";"71125-38-7";"DCB"
"9372";"@brasil16767086568";"melperone";"melperona";"05620";"3575-80-2";"DCB"
"9373";"@brasil13330689474";"memantine";"memantina";"05623";"19982-08-2";"DCB"
"9374";"@brasil16352187976";"menadiol";"menadiol";"05629";"481-85-6";"DCB"
"9375";"@brasil11768871769";"menadione";"menadiona";"05634";"58-27-5";"DCB"
"9376";"@brasil19787795224";"menatetrenone";"menatetrenona";"05637";"863-61-6";"DCB"
"9377";"@brasil13632361127";"menotrophin";"menotropina";"09383";"9002-68-0";"DCB"
"9378";"@brasil18798420267";"mentha crispa l.";"mentha crispa l.";"10728";\N;"DCB"
"9379";"@brasil13095018269";"menthol";"mentol";"05643";"89-78-1";"DCB"
"9380";"@brasil19079830848";"mepacrine";"mepacrina";"05645";"83-89-6";"DCB"
"9381";"@brasil16114099746";"omacetaxine mepesuccinate";"mepessuccinato de omacetaxina";"09955";"26833-87-4";"DCB"
"9382";"@brasil13331006497";"mepivacaine";"mepivacaína";"05656";"22801-44-1";"DCB"
"9383";"@brasil18312733551";"mepolizumab";"mepolizumabe";"05659";"196078-29-2";"DCB"
"9384";"@brasil11570648579";"meprednisone";"meprednisona";"05661";"1247-42-3";"DCB"
"9385";"@brasil12915042547";"meprylcaine";"meprilcaína";"05663";"495-70-5";"DCB"
"9386";"@brasil19863267305";"meprobamate";"meprobamato";"05664";"57-53-4";"DCB"
"9387";"@brasil10571209201";"meptazinol";"meptazinol";"05667";"54340-58-8";"DCB"
"9388";"@brasil13266244392";"mequinol";"mequinol";"05670";"150-76-5";"DCB"
"9389";"@brasil14617594669";"mequitazine";"mequitazina";"05671";"29216-28-2";"DCB"
"9390";"@brasil13289240479";"sodium meralein";"meraleína sódica";"05674";"4386-35-0";"DCB"
"9391";"@brasil12593418696";"meralluride";"meralurida";"05675";"8069-64-5";"DCB"
"9392";"@brasil13099372351";"mercaptamine";"mercaptamina";"05678";"60-23-1";"DCB"
"9393";"@brasil17716605976";"mercaptomerin";"mercaptomerina";"05679";"20223-84-1";"DCB"
"9394";"@brasil19284913136";"mercaptopurine";"mercaptopurina";"05680";"50-44-2";"DCB"
"9395";"@brasil13274748066";"mercurius cyanatus";"mercurius cyanatus";"10422";\N;"DCB"
"9396";"@brasil18519001227";"mercurius solubilis";"mercurius solubilis";"10425";\N;"DCB"
"9397";"@brasil12770762249";"mercurofilina";"mercurofilina";"05684";"8012-34-8";"DCB"
"9398";"@brasil18296807870";"meropenem";"meropeném";"05688";"96036-03-2";"DCB"
"9399";"@brasil13171752916";"meropenem trihydrate";"meropeném tri-hidratado";"09494";"119478-56-7";"DCB"
"9400";"@brasil10968341277";"mersalyl";"mersalila";"05689";"492-18-2";"DCB"
"9401";"@brasil15326447946";"technetium tc^99m^ mertiatide";"mertiatida (99m tc)";"09795";"125224-05-7";"DCB"
"9402";"@brasil13727216210";"mesalazine";"mesalazina";"05692";"89-57-6";"DCB"
"9403";"@brasil12656737520";"alatrofloxacin mesylate";"mesilato de alatrofloxacino";"00456";"157605-25-9";"DCB"
"9404";"@brasil12102039280";"benzatropine mesylate";"mesilato de benzatropina";"01129";"132-17-2";"DCB"
"9405";"@brasil12539984147";"bilolterol mesylate";"mesilato de bitolterol";"01311";"30392-41-7";"DCB"
"9406";"@brasil16393803204";"bromocriptine mesilate";"mesilato de bromocriptina";"01466";"22260-51-1";"DCB"
"9407";"@brasil14349063888";"co-dergocrine mesilate";"mesilato de codergocrina";"03024";"8067-24-1";"DCB"
"9408";"@brasil12563910140";"dabrafenib mesilate";"mesilato de dabrafenibe";"10651";"1195768-06-9";"DCB"
"9409";"@brasil19772359344";"delavirdine mesylate";"mesilato de delavirdina";"02735";"147221-93-0";"DCB"
"9410";"@brasil11170066613";"desferrioxamine mesilate";"mesilato de desferroxamina";"02726";"138-14-7";"DCB"
"9411";"@brasil16533255339";"dihydroergocristine mesilate";"mesilato de di-hidroergocristina";"03019";"24730-10-7";"DCB"
"9412";"@brasil19156077166";"dihydroergotamine mesylate";"mesilato de di-hidroergotamina";"03021";"6190-39-2";"DCB"
"9413";"@brasil16180620123";"dolasetron mesilate";"mesilato de dolasetrona";"03175";"115956-13-3";"DCB"
"9414";"@brasil13434869425";"doxazosin mesilate";"mesilato de doxazosina";"03210";"77883-43-3";"DCB"
"9415";"@brasil18632487064";"eprosartan mesilate";"mesilato de eprosartana";"09495";"144143-96-4";"DCB"
"9416";"@brasil12857827359";"eribulin mesylate";"mesilato de eribulina";"10068";"441045-17-6";"DCB"
"9417";"@brasil18391675908";"dabigatran etexilate mesilate";"mesilato de etexilato de dabigatrana";"09623";"593282-20-3";"DCB"
"9418";"@brasil13384897775";"phentolamine mesilate";"mesilato de fentolamina";"04017";"65-28-1";"DCB"
"9419";"@brasil11749461461";"imatinib mesilate";"mesilato de imatinibe";"04821";"220127-57-1";"DCB"
"9420";"@brasil18592614286";"isoetarine mesilate";"mesilato de isoetarina";"05079";"7279-75-6";"DCB"
"9421";"@brasil17714687358";"lenvatinib mesilate";"mesilato de lenvatinibe";"11119";"857890-39-2";"DCB"
"9422";"@brasil12795594242";"lomitapide mesilate";"mesilato de lomitapida";"10811";"202914-84-9";"DCB"
"9423";"@brasil10833909446";"loprazolam mesilate";"mesilato de loprazolam";"05411";"70111-54-5";"DCB"
"9424";"@brasil15782764809";"nelfinavir mesilate";"mesilato de nelfinavir";"06274";"159989-65-8";"DCB"
"9425";"@brasil16412096018";"pergolide mesilate";"mesilato de pergolida";"06990";"66104-23-2";"DCB"
"9426";"@brasil14712185974";"pralidoxime mesylate";"mesilato de pralidoxima";"05695";"154-97-2";"DCB"
"9427";"@brasil14324642124";"rasagiline mesilate";"mesilato de rasagilina";"09601";"161735-79-1";"DCB"
"9428";"@brasil17486653007";"reboxetine mesilate";"mesilato de reboxetina";"09468";"98769-82-5";"DCB"
"9429";"@brasil14459338973";"saquinavir mesilate";"mesilato de saquinavir";"07893";"149845-06-7";"DCB"
"9430";"@brasil19836736151";"trovafloxacin mesylate";"mesilato de trovafloxacino";"08988";"147059-75-4";"DCB"
"9431";"@brasil15805664150";"mesna";"mesna";"05697";"19767-45-4";"DCB"
"9432";"@brasil19518112603";"mesoridazine";"mesoridazina";"05699";"5588-33-0";"DCB"
"9433";"@brasil10173570876";"mesuximide";"messuximida";"05710";"77-41-8";"DCB"
"9434";"@brasil12313516876";"mesterolone";"mesterolona";"05706";"1424-00-6";"DCB"
"9435";"@brasil11046872064";"mestranol";"mestranol";"05707";"72-33-3";"DCB"
"9436";"@brasil18293809999";"sodium metabisulfite";"metabissulfito de sódio";"05711";"7681-57-4";"DCB"
"9437";"@brasil18328434113";"methadone";"metadona";"05717";"76-99-3";"DCB"
"9438";"@brasil16760740880";"methallenestril";"metalenestrila";"05724";"517-18-0";"DCB"
"9439";"@brasil18818402371";"metandienone";"metandienona";"05729";"72-63-9";"DCB"
"9440";"@brasil13809789523";"methandriol";"metandriol";"05730";"521-10-8";"DCB"
"9441";"@brasil12593740812";"methapyrilene";"metapirileno";"05738";"91-80-5";"DCB"
"9442";"@brasil11539335800";"methaqualone";"metaqualona";"05743";"72-44-6";"DCB"
"9443";"@brasil19915456872";"metaraminol";"metaraminol";"05744";"54-49-9";"DCB"
"9444";"@brasil14959277271";"metharbital";"metarbital";"05747";"50-11-3";"DCB"
"9445";"@brasil15050016048";"metaxalone";"metaxalona";"05751";"1665-48-1";"DCB"
"9446";"@brasil10372248738";"metazocine";"metazocina";"05754";"3734-52-9";"DCB"
"9447";"@brasil16711195851";"methazolamide";"metazolamida";"05757";"554-57-4";"DCB"
"9448";"@brasil12439233354";"methdilazine";"metdilazina";"05761";"1982-37-2";"DCB"
"9449";"@brasil12062579524";"methenamine";"metenamina";"05762";"100-97-0";"DCB"
"9450";"@brasil12995197867";"metenolone";"metenolona";"05770";"153-00-4";"DCB"
"9451";"@brasil18788251072";"metescufylline";"metescufilina";"05775";"15518-82-8";"DCB"
"9452";"@brasil14955662072";"metformin";"metformina";"05781";"657-24-9";"DCB"
"9453";"@brasil18413557453";"methyclothiazide";"meticlotiazida";"05788";"135-07-9";"DCB"
"9454";"@brasil17200801358";"homatropine methylbromide";"metilbrometo de homatropina";"04747";"80-49-9";"DCB"
"9455";"@brasil10763334743";"methylcellulose";"metilcelulose";"05793";"9004-67-5";"DCB"
"9456";"@brasil12214269946";"metildigoxina";"metildigoxina";"05797";"30685-43-9";"DCB"
"9457";"@brasil18781345809";"methyldopa";"metildopa";"05799";"555-30-6";"DCB"
"9458";"@brasil17263919520";"methylergometrine";"metilergometrina";"05801";"113-42-8";"DCB"
"9459";"@brasil19975560482";"methylphenidate";"metilfenidato";"05805";"113-45-1";"DCB"
"9460";"@brasil18086044160";"methylphenobarbital";"metilfenobarbital";"05807";"115-38-8";"DCB"
"9461";"@brasil10503539665";"methylparaben";"metilparabeno";"05809";"99-76-3";"DCB"
"9462";"@brasil18259566152";"methylpentynol";"metilpentinol";"05810";"77-75-8";"DCB"
"9463";"@brasil19787212077";"methylprednisolone";"metilprednisolona";"05812";"83-43-2";"DCB"
"9464";"@brasil14157362238";"diphemanil methylsulfate";"metilsulfato de difemanila";"05820";"62-97-5";"DCB"
"9465";"@brasil11425175266";"hexocyclium methylsulfate";"metilsulfato de hexocíclio";"05822";"115-63-9";"DCB"
"9466";"@brasil14653789925";"neostigmine metilsulfate";"metilsulfato de neostigmina";"06288";"51-60-5";"DCB"
"9467";"@brasil18993424137";"methyltestosterone";"metiltestosterona";"05832";"58-18-4";"DCB"
"9468";"@brasil11005751220";"methylthiouracil";"metiltiouracila";"05834";"56-04-2";"DCB"
"9469";"@brasil18048483995";"methionine c^11^";"metionina (11 c)";"10061";"58576-49-1";"DCB"
"9470";"@brasil17225166629";"metipranolol";"metipranolol";"05842";"22664-55-7";"DCB"
"9471";"@brasil11980381468";"methyprylon";"metiprilona";"05845";"125-64-4";"DCB"
"9472";"@brasil18226407762";"metyrapone";"metirapona";"05846";"54-36-4";"DCB"
"9473";"@brasil15190894718";"metyrosine";"metirosina";"05848";"672-87-7";"DCB"
"9474";"@brasil11275250613";"methisazone";"metisazona";"05849";"1910-68-5";"DCB"
"9475";"@brasil10803569219";"methysergide";"metisergida";"05850";"361-37-5";"DCB"
"9476";"@brasil10192094565";"methitural";"metitural";"05853";"467-43-6";"DCB"
"9477";"@brasil18549765475";"methocarbamol";"metocarbamol";"05859";"532-03-6";"DCB"
"9478";"@brasil12172543994";"metoclopramide";"metoclopramida";"05861";"364-62-5";"DCB"
"9479";"@brasil15213423849";"methohexital";"metoexital";"05864";"151-83-7";"DCB"
"9480";"@brasil19549487575";"metolazone";"metolazona";"05868";"17560-51-9";"DCB"
"9481";"@brasil12107166639";"atropine methonitrate";"metonitrato de atropina";"00933";"52-88-0";"DCB"
"9482";"@brasil11887370776";"metoprolol";"metoprolol";"05874";"51384-51-1";"DCB"
"9483";"@brasil13115354275";"methopromazine";"metopromazina";"05878";"61-01-8";"DCB"
"9484";"@brasil19914659352";"methotrexate";"metotrexato";"05884";"59-05-2";"DCB"
"9485";"@brasil10227234250";"methotrexate sodium";"metotrexato de sódio";"05885";"15475-56-6";"DCB"
"9486";"@brasil11392193501";"methoxamine";"metoxamina";"05886";"390-28-3";"DCB"
"9487";"@brasil16279265065";"methoxyphenamine";"metoxifenamina";"05889";"93-30-1";"DCB"
"9488";"@brasil17219745130";"methoxyflurane";"metoxiflurano";"05891";"76-38-0";"DCB"
"9489";"@brasil17260930766";"methoxsalen";"metoxisaleno";"09498";"298-81-7";"DCB"
"9490";"@brasil14645418751";"metrafazolina";"metrafazolina";"05892";"38349-38-1";"DCB"
"9491";"@brasil11444301763";"metreleptin";"metreleptina";"05895";"186018-45-1";"DCB"
"9492";"@brasil13285252872";"metrifonate";"metrifonato";"05898";"52-68-6";"DCB"
"9493";"@brasil12093359381";"metrizamide";"metrizamida";"05900";"31112-62-6";"DCB"
"9494";"@brasil10611038598";"metronidazole";"metronidazol";"05902";"443-48-1";"DCB"
"9495";"@brasil16775115155";"mexenone";"mexenona";"05909";"1641-17-4";"DCB"
"9496";"@brasil12042460293";"mexiletine";"mexiletina";"05910";"31828-71-4";"DCB"
"9497";"@brasil19886956305";"mezereum";"mezereum";"10428";\N;"DCB"
"9498";"@brasil13307400962";"mezlocillin";"mezlocilina";"05918";"51481-65-3";"DCB"
"9499";"@brasil16876136199";"mezlocillin sodium";"mezlocilina sódica";"05919";"59798-30-0";"DCB"
"9500";"@brasil14458478421";"mianserin";"mianserina";"05920";"24219-97-4";"DCB"
"9501";"@brasil11663983818";"mibefradil";"mibefradil";"05922";"116644-53-2";"DCB"
"9502";"@brasil14944484134";"mibolerone";"mibolerona";"05923";"3704-09-4";"DCB"
"9503";"@brasil19730469526";"mica";"mica";"10429";"12001-26-2";"DCB"
"9504";"@brasil13818895539";"micafungin";"micafungina";"05925";"235114-32-6";"DCB"
"9505";"@brasil19903069425";"micafungin sodium";"micafungina sódica";"09711";"208538-73-2";"DCB"
"9506";"@brasil18058660818";"mycophenolate mofetil";"micofenolato de mofetila";"00290";"128794-94-5";"DCB"
"9507";"@brasil10584096125";"mycophenolate sodium";"micofenolato de sódio";"00291";"37415-62-6";"DCB"
"9508";"@brasil18744498478";"miconazole";"miconazol";"05928";"22916-47-8";"DCB"
"9509";"@brasil11970204329";"midazolam";"midazolam";"05937";"59467-70-8";"DCB"
"9510";"@brasil13617526518";"midecamycin";"midecamicina";"05940";"35457-80-8";"DCB"
"9511";"@brasil12177019911";"midodrine";"midodrina";"05944";"42794-76-3";"DCB"
"9512";"@brasil10032520311";"mifamurtide";"mifamurtida";"10668";"83461-56-7";"DCB"
"9513";"@brasil13631542131";"mifepristone";"mifepristona";"05949";"84371-65-3";"DCB"
"9514";"@brasil18060150031";"miglitol";"miglitol";"05951";"72432-03-2";"DCB"
"9515";"@brasil19406124071";"miglustat";"miglustate";"05952";"72599-27-0";"DCB"
"9516";"@brasil12850170574";"mikania glomerata spreng.";"mikania glomerata spreng.";"10729";\N;"DCB"
"9517";"@brasil16032480964";"milnacipran";"milnaciprana";"05959";"92623-85-3";"DCB"
"9518";"@brasil11611893410";"milrinone";"milrinona";"05963";"78415-72-2";"DCB"
"9519";"@brasil19962024463";"miltefosine";"miltefosina";"05965";"58066-85-6";"DCB"
"9520";"@brasil14974442397";"minocycline";"minociclina";"05976";"10118-90-8";"DCB"
"9521";"@brasil14986138905";"minoxidil";"minoxidil";"05980";"38304-91-5";"DCB"
"9522";"@brasil10007367645";"mipomersen";"mipomerseno";"10645";"1000120-98-8";"DCB"
"9523";"@brasil15078421815";"mirabegron";"mirabegrona";"10647";"223673-61-8";"DCB"
"9524";"@brasil15370006452";"isopropyl myristate";"miristato de isopropila";"05994";"110-27-0";"DCB"
"9525";"@brasil11614767127";"mirtazapine";"mirtazapina";"06000";"85650-52-8";"DCB"
"9526";"@brasil11963816583";"misonidazole";"misonidazol";"06003";"13551-87-6";"DCB"
"9527";"@brasil14974781846";"misoprostol";"misoprostol";"06004";"59122-46-2";"DCB"
"9528";"@brasil18982459788";"mitobronitol";"mitobronitol";"06007";"488-41-5";"DCB"
"9529";"@brasil19987953713";"mitomycin";"mitomicina";"06015";"50-07-7";"DCB"
"9530";"@brasil12992389510";"mitotane";"mitotano";"06020";"53-19-0";"DCB"
"9531";"@brasil14998086721";"mitoxantrone";"mitoxantrona";"06022";"65271-80-9";"DCB"
"9532";"@brasil16013265386";"mivacurium";"mivacúrio";"06026";"133814-19-4";"DCB"
"9533";"@brasil15072067075";"mizolastine";"mizolastina";"06032";"108612-45-9";"DCB"
"9534";"@brasil17320539528";"moclobemide";"moclobemida";"06039";"71320-77-9";"DCB"
"9535";"@brasil11386496722";"modafinil";"modafinila";"06041";"68693-11-8";"DCB"
"9536";"@brasil14970865336";"moexipril";"moexipril";"06045";"103775-10-6";"DCB"
"9537";"@brasil10694836824";"molgramostim";"molgramostim";"06054";"99283-10-0";"DCB"
"9538";"@brasil18561588420";"sodium molybdate";"molibdato de sódio";"09470";"7631-95-0";"DCB"
"9539";"@brasil10723431938";"sodium molybdate dihydrate";"molibdato de sódio di-hidratado";"09603";"10102-40-6";"DCB"
"9540";"@brasil17932394739";"molindone";"molindona";"06056";"7416-34-4";"DCB"
"9541";"@brasil17491678190";"molsidomine";"molsidomina";"06059";"25717-80-0";"DCB"
"9542";"@brasil13661207046";"mometasone";"mometasona";"06060";"105102-22-5";"DCB"
"9543";"@brasil15831000967";"monensin";"monensina";"06064";"17090-79-8";"DCB"
"9544";"@brasil18171384005";"monoacetylmorphine";"monoacetilmorfina";"11039";"2784-73-8";"DCB"
"9545";"@brasil13363917434";"monobenzone";"monobenzona";"06065";"103-16-2";"DCB"
"9546";"@brasil12305435464";"isosorbide mononitrate";"mononitrato de isossorbida";"05105";"16051-77-7";"DCB"
"9547";"@brasil11435425328";"montelukast";"montelucaste";"06072";"158966-92-8";"DCB"
"9548";"@brasil10260820555";"montelukast sodium";"montelucaste de sódio";"09500";"151767-02-1";"DCB"
"9549";"@brasil16997827100";"morazone";"morazona";"06084";"6536-18-1";"DCB"
"9550";"@brasil14206674148";"morphine";"morfina";"06090";"57-27-2";"DCB"
"9551";"@brasil10039889746";"moroxydine";"moroxidina";"06123";"3731-59-7";"DCB"
"9552";"@brasil17579426593";"morrhuate sodium";"morruato de sódio";"06124";"8031-09-2";"DCB"
"9553";"@brasil17777464041";"moxifloxacin";"moxifloxacino";"06139";"151096-09-2";"DCB"
"9554";"@brasil16149040734";"moxisylyte";"moxisilita";"06144";"54-32-0";"DCB"
"9555";"@brasil17412811858";"moxonidine";"moxonidina";"06146";"75438-57-2";"DCB"
"9556";"@brasil18616937395";"isometheptene mucate";"mucato de isometepteno";"05091";"7492-31-1";"DCB"
"9557";"@brasil10846251714";"mucopolysaccharide";"mucopolissacaridase";"06149";"9031-30-5";"DCB"
"9558";"@brasil18380446691";"mupirocin";"mupirocina";"06150";"12650-69-0";"DCB"
"9559";"@brasil19363478624";"muromonab-cd3";"muromonabe cd3";"06155";"140608-64-6";"DCB"
"9560";"@brasil11676053358";"myroxylon balsamum (l.) harms";"myroxylon balsamum (l.) harms";"09915";\N;"DCB"
"9561";"@brasil10289831225";"nabilone";"nabilona";"06158";"51022-71-0";"DCB"
"9562";"@brasil16420996361";"nabumetone";"nabumetona";"06162";"42924-53-8";"DCB"
"9563";"@brasil11235488439";"nadifloxacin";"nadifloxacino";"06167";"124858-35-1";"DCB"
"9564";"@brasil16914453418";"nadolol";"nadolol";"06168";"42200-33-9";"DCB"
