"CO_SEQ_ID";"NU_VPID";"NO_NM";"principio";"cat_anvisa";"renam";"NU_SNOMED";"atc";"route";"ingredientes_conc_unid";"form"
"590424";"@brasil10520364930";"Atosibana 6,75 mg/0,9 mL solução para injeção; frasco-ampola";"Atosibana";"Outros produtos para uso em ginecologia e obstetrícia";\N;\N;"G02CX01 atosibana";"Intravenosa";"acetato de atosibana 7.000 mg (Miligrama)";"Solução para injeção"
"468241";"@brasil19397283175";"Atosibana 7,5 mg/mL solução para injeção 5 mL; frasco-ampola";"Atosibana";"Outros produtos para uso em ginecologia e obstetrícia";\N;"326170000";"G02CX01 atosibana";"Intravenosa";"acetato de atosibana 7.000 mg (Miligrama)";"Solução para infusão"
"416869";"@brasil19033311034";"Atropina 0,25 mg/1 mL solução para injeção; ampola";"Atropina";"Antiespasmódicos e anticolinérgicos gastrintestinais";"Básico";\N;"A03BA01 atropina";"Intramuscular,Intravenosa,Subcutânea";"sulfato de atropina 0.000 mg (Miligrama)";"Solução para injeção"
"416899";"@brasil18030119497";"Atropina 0,5 mg/1 mL solução para injeção; ampola";"Atropina";"Antiespasmódicos e anticolinérgicos gastrintestinais";\N;"347581007";"A03BA01 atropina";"Intramuscular,Intravenosa,Subcutânea";"sulfato de atropina 0.000 mg (Miligrama)";"Solução para injeção"
"791313";"@brasil18164376482";"Atropina 0,5 mg/2 mL solução para injeção; ampola";"Atropina";"Antiespamódicos e anticolinérgicos - Associações medicamentosas";"Básico";\N;"A03BA01 atropina";"Intramuscular,Intravenosa,Subcutânea";"sulfato de atropina 0.000 mg (Miligrama)";"Solução para injeção"
"390002";"@brasil18247045098";"Atropina 10 mg/mL solução oftálmica";"Atropina";"Midriáticos";\N;\N;"S01FA01 atropina";"Oftálmica";"sulfato de atropina 10.000 mg (Miligrama)";"Solução oftálmica"
"390022";"@brasil10706731499";"Atropina 5 mg/mL solução oftálmica";"Atropina";"Midriáticos";\N;\N;"S01FA01 atropina";"Oftálmica";"sulfato de atropina 5.000 mg (Miligrama)";"Solução oftálmica"
"663431";"@brasil19889457316";"Axitinibe 1 mg comprimido";"Axitinibe";"Antineoplásico";\N;"703898006";\N;"Oral";"axitinibe 1.000 mg (Miligrama)";"Comprimido"
"663437";"@brasil10980465933";"Axitinibe 5 mg comprimido";"Axitinibe";"Antineoplásico";\N;"703899003";\N;"Oral";"axitinibe 5.000 mg (Miligrama)";"Comprimido"
"52920";"@brasil15250970417";"Azacitidina 100 mg pó para solução para injeção; frasco-ampola";"Azacitidina";\N;\N;"412332006";"L01BC07 azacitidina";"Não disponível";"não disponível 0.000 desconhecido";"Não disponível"
"468247";"@brasil11872757850";"Azacitidina 100 mg pó para suspensão para injeção; frasco-ampola";"Azacitidina";"Antimetabólicos análogos da pirimidina";\N;\N;"L01BC07 azacitidina";"Subcutânea";"azacitidina 100.000 mg (Miligrama)";"Pó para suspensão para injeção"
"253231";"@brasil19053267908";"Azatioprina 50 mg comprimido";"Azatioprina";"Antimetabólicos análogos da purina";"Especializado";"327070006";"L04AX01 azatioprina";"Oral";"azatioprina 50.000 mg (Miligrama)";"Comprimido"
"52943";"@brasil12569561704";"Azelastina 1 mg/mL solução aerossol";"Azelastina";\N;\N;\N;"R01AC03 azelastina";"Via de administração não aplicável";\N;"Não aplicável"
"350220";"@brasil12595569408";"Azelastina 1 mg/mL solução spray";"Azelastina";"Antialérgicos";\N;\N;"R01AC03 azelastina";"Nasal";"cloridrato de azelastina 1.000 mg (Miligrama)";"Solução spray"
"521737";"@brasil13507556451";"Azelastina 137 microgramas/dose + Fluticasona 50 microgramas/dose suspensão spray";"Azelastina + Fluticasona";"Descongestionantes nasais tópicos";\N;\N;\N;"Nasal";"cloridrato de azelastina 1.000 mg (Miligrama),propionato de fluticasona 0.000 mg (Miligrama)";"Suspensão spray"
"389823";"@brasil17519033202";"Azilsartana Medoxomila 20 mg + Clortalidona 12,5 mg comprimido";"Azilsartana Medoxomila + Clortalidona";"Anti-hipertensivos";\N;\N;\N;"Oral";"azilsartana medoxomila potássica 20.000 mg (Miligrama),clortalidona 12.000 mg (Miligrama)";"Comprimido"
"389872";"@brasil14108108163";"Azilsartana Medoxomila 40 mg + Clortalidona 12,5 mg comprimido";"Azilsartana Medoxomila + Clortalidona";"Anti-hipertensivos";\N;\N;\N;"Oral";"azilsartana medoxomila potássica 40.000 mg (Miligrama),clortalidona 12.000 mg (Miligrama)";"Comprimido"
"389907";"@brasil18889679980";"Azilsartana Medoxomila 40 mg + Clortalidona 25 mg comprimido";"Azilsartana Medoxomila + Clortalidona";"Anti-hipertensivos";\N;\N;\N;"Oral";"azilsartana medoxomila potássica 40.000 mg (Miligrama),clortalidona 25.000 mg (Miligrama)";"Comprimido"
"415269";"@brasil18219908165";"Azilsartana Medoxomila 40 mg comprimido";"Azilsartana Medoxomila";"Anti-hipertensivos";\N;"449109006";\N;"Oral";"azilsartana medoxomila potássica 40.000 mg (Miligrama)";"Comprimido"
"415287";"@brasil18363857061";"Azilsartana Medoxomila 80 mg comprimido";"Azilsartana Medoxomila";"Anti-hipertensivos";\N;"449333009";\N;"Oral";"azilsartana medoxomila potássica 80.000 mg (Miligrama)";"Comprimido"
"249503";"@brasil12617753121";"Azitromicina 1 g comprimido";"Azitromicina";"Antibióticos sistêmicos simples";\N;\N;"J01FA10 azitromicina";"Oral";"azitromicina di-hidratada 1.000 g (Grama)";"Comprimido"
"558694";"@brasil16681405310";"Azitromicina 1,5 g pó para suspensão oral";"Azitromicina";"Antibióticos sistêmicos simples";"Básico";\N;"J01FA10 azitromicina";"Oral";"azitromicina di-hidratada 1.000 g (Grama)";"Pó para suspensão oral"
"675183";"@brasil17096750843";"Azitromicina 40 mg/mL suspensão oral";"Azitromicina";"Antibióticos sistêmicos simples";"Básico";"324253001";"J01FA10 azitromicina";"Oral";"azitromicina di-hidratada 40.000 mg (Miligrama)";"Pó para suspensão oral"
"384817";"@brasil18704124341";"Azitromicina 500 mg cápsula";"Azitromicina";"Antibióticos sistêmicos simples";\N;\N;"J01FA10 azitromicina";"Oral";"azitromicina di-hidratada 500.000 mg (Miligrama)";"Cápsula"
"249528";"@brasil12624051804";"Azitromicina 500 mg comprimido";"Azitromicina";"Antibióticos sistêmicos simples";"Básico";"324258005";"J01FA10 azitromicina";"Oral";"azitromicina di-hidratada 500.000 mg (Miligrama)";"Comprimido"
"675204";"@brasil14967909626";"Azitromicina 500 mg pó para solução para injeção; frasco-ampola";"Azitromicina";"Antibióticos sistêmicos simples";\N;"370763001";"J01FA10 azitromicina";"Intravenosa";"azitromicina di-hidratada 500.000 mg (Miligrama)";"Pó para solução para injeção"
"409133";"@brasil12583296812";"Azitromicina 600 mg pó para suspensão oral";"Azitromicina";"Antibióticos sistêmicos simples";\N;\N;"J01FA10 azitromicina";"Oral";"azitromicina di-hidratada 600.000 mg (Miligrama)";"Pó para suspensão oral"
"558645";"@brasil18915829422";"Azitromicina 900 mg pó para suspensão oral";"Azitromicina";"Antibióticos sistêmicos simples";\N;\N;"J01FA10 azitromicina";"Oral";"azitromicina di-hidratada 900.000 mg (Miligrama)";"Pó para suspensão oral"
"791246";"@brasil15349975716";"Aztreonam 1 g pó e diluente para solução para injeção; frasco-ampola";"Aztreonam";"Antibióticos sistêmicos simples";\N;\N;"J01DF01 aztreonam";"Intramuscular,Intravenosa";"aztreonam 1.000 g (Grama)";"Pó e diluente para solução para injeção"
"558675";"@brasil10364414070";"Aztreonam 1 g pó e diluente para solução para injeção; frasco-ampola + bolsa";"Aztreonam";"Antibióticos sistêmicos simples";\N;\N;"J01DF01 aztreonam";"Intramuscular,Intravenosa";"aztreonam 1.000 g (Grama)";"Pó e diluente para solução para injeção"
"411220";"@brasil16665482311";"Aztreonam 1 g pó para solução para injeção; frasco-ampola";"Aztreonam";"Antibióticos sistêmicos simples";\N;"323961007";"J01DF01 aztreonam";"Intramuscular,Intravenosa";"aztreonam 1.000 g (Grama)";"Pó para solução para injeção"
"794758";"@brasil55101";"Azul de metileno 1% solução injetável";"Azul de Metileno";\N;\N;\N;\N;"Intravenosa";\N;"Solução para injeção"
"794759";"@brasil55101";"Azul de metileno 2% solução tópica";"Azul de Metileno";\N;\N;\N;\N;"Dermatológica";\N;"Solução"
"794761";"@brasil55101";"Azul de trypan 0,1% solução injetável";"Azul de Trypan";\N;\N;\N;\N;"Intraocular";\N;"Solução para injeção"
"794760";"@brasil55101";"Azul de trypan 0,1% solução oftálmica";"Azul de Trypan";\N;\N;\N;\N;"Oftálmica";\N;"Solução oftálmica"
"590498";"@brasil15056349684";"Bacillus cereus 1.000.000 endósporos/mL suspensão oral";"Bacillus cereus";"Outros coadjuvantes do tratamento da diarréia";\N;\N;\N;"Oral";"bacillus cereus 1000000.000 endosporos";"Suspensão oral"
"249724";"@brasil19053175874";"Baclofeno 10 mg comprimido";"Baclofeno";"Relaxantes musculares centrais simples";\N;"330116003";"M03BX01 baclofeno";"Oral";"baclofeno 10.000 mg (Miligrama)";"Comprimido"
"253303";"@brasil18758826569";"Baclofeno 20 mg comprimido";"Baclofeno";\N;\N;"374621004";"M03BX01 baclofeno";"Via de administração não aplicável";"baclofeno 20.000 mg (Miligrama)";"Não aplicável"
"282984";"@brasil18041676884";"Bambuterol 1 mg/mL solução oral";"Bambuterol";"Broncodilatadores";\N;\N;"R03CC12 bambuterol";"Oral";"cloridrato de bambuterol 1.000 mg (Miligrama)";"Solução oral"
"249404";"@brasil13633389167";"Bamifilina 300 mg comprimido";"Bamifilina";"Antiasmáticos";\N;\N;"R03DA08 bamifilina";"Oral";"cloridrato de bamifilina 300.000 mg (Miligrama)";"Comprimido"
"249447";"@brasil17342960513";"Bamifilina 600 mg comprimido";"Bamifilina";"Antiasmáticos";\N;\N;"R03DA08 bamifilina";"Oral";"cloridrato de bamifilina 600.000 mg (Miligrama)";"Comprimido"
"468253";"@brasil11171940034";"Basiliximabe 20 mg pó e diluente para solução para injeção; frasco-ampola";"Basiliximabe";"Imunoglobulinas";"Uso Hospitalar";"358599006";"L04AC02 basiliximabe";"Intravenosa";"basiliximabe 20.000 mg (Miligrama)";"Pó e diluente para solução para injeção"
"53080";"@brasil10052184154";"Basiliximabe 20 mg pó para solução para injeção; frasco-ampola";"Basiliximabe";\N;"Uso Hospitalar";\N;"L04AC02 basiliximabe";"Via de administração não aplicável";\N;"Não aplicável"
"546816";"@brasil17764415597";"Beclometasona 100 microgramas/dose + Formoterol 6 microgramas/dose pó para inalação; inalador";"Beclometasona + Formoterol";"Antiasmáticos";\N;\N;\N;"Inalatória por Via Oral";"dipropionato de beclometasona 100.000 micrograma,fumarato de formoterol 6.000 micrograma";"Pó para inalação"
"780008";"@brasil15818604635";"Beclometasona 100 microgramas/dose + Formoterol 6 microgramas/dose solução aerossol; inalador";"Beclometasona + Formoterol";"Antiasmáticos";\N;\N;\N;"Inalatória por Via Oral";"dipropionato de beclometasona 100.000 micrograma,fumarato de formoterol 6.000 micrograma";"Solução aerossol"
"525728";"@brasil16969685885";"Beclometasona 100 microgramas/dose solução aerossol; inalador";"Beclometasona";"Antiasmáticos";\N;\N;"R03BA01 beclometasona";"Inalatória por Via Oral";"dipropionato de beclometasona 100.000 micrograma";"Solução aerossol"
"675280";"@brasil15502404294";"Beclometasona 100 microgramas/dose suspensão spray";"Beclometasona";"Antiasmáticos";\N;\N;"R01AD01 beclometasona";"Nasal";"dipropionato de beclometasona 100.000 micrograma";"Suspensão spray"
"321129";"@brasil13224013160";"Beclometasona 200 microgramas cápsula para inalação";"Beclometasona";"Outros medicamentos antiasmáticos";"Básico";"320535004";"R03BA01 beclometasona";"Inalatória";"dipropionato de beclometasona 200.000 micrograma";"Cápsula para inalação"
"783453";"@brasil11781884190";"Beclometasona 200 microgramas cápsula para inalação; inalador";"Beclometasona";"Outros medicamentos antiasmáticos";\N;\N;"A07EA07 beclometasona";"Inalatória";\N;"Cápsula para inalação"
"546893";"@brasil17180592590";"Beclometasona 200 microgramas/dose pó para inalação; inalador";"Beclometasona";"Antiasmáticos";"Básico";\N;"R03BA01 beclometasona";"Inalatória por Via Oral";\N;"Pó para inalação"
"525854";"@brasil13210773609";"Beclometasona 200 microgramas/dose solução aerossol; inalador";"Beclometasona";"Antiasmáticos";"Básico";\N;"R03BA01 beclometasona";"Inalatória por Via Oral";\N;"Solução aerossol"
"525935";"@brasil16805578176";"Beclometasona 250 microgramas/dose solução aerossol; inalador";"Beclometasona";"Antiasmáticos";"Básico";\N;"R03BA01 beclometasona";"Inalatória por Via Oral";\N;"Solução para inalação"
"53112";"@brasil11836539377";"Beclometasona 250 microgramas/dose solução oral";"Beclometasona";\N;\N;\N;"R03BA01 beclometasona";"Via de administração não aplicável";\N;"Não aplicável"
"520888";"@brasil12123065684";"Beclometasona 400 micrograma cápsula para inalação";"Beclometasona";"Outros medicamentos antiasmáticos";"Básico";"320520000";"R03BA01 beclometasona";"Inalatória";"dipropionato de beclometasona 400.000 micrograma";"Cápsula para inalação"
"783459";"@brasil13613357676";"Beclometasona 400 microgramas cápsula para inalação; inalador";"Beclometasona";"Outros medicamentos antiasmáticos";\N;\N;"A07EA07 beclometasona";"Inalatória";"dipropionato de beclometasona 400.000 micrograma";"Cápsula para inalação"
"546970";"@brasil17532192473";"Beclometasona 400 microgramas/dose pó para inalação; inalador";"Beclometasona";"Antiasmáticos";"Básico";\N;"R03BA01 beclometasona";"Inalatória por Via Oral";"dipropionato de beclometasona 400.000 micrograma";"Pó para inalação"
"552326";"@brasil10368179221";"Beclometasona 400 microgramas/mL + Salbutamol 800 microgramas/mL suspensão para inalação 2 mL; flaconete";"Beclometasona + Salbutamol";"Antiasmáticos";\N;\N;\N;"Inalatória";"dipropionato de beclometasona 400.000 micrograma,sulfato de salbutamol 800.000 micrograma";"Suspensão para inalação"
"552382";"@brasil19081511252";"Beclometasona 400 microgramas/mL suspensão para inalação 2 mL; flaconete";"Beclometasona";"Antiasmáticos";\N;\N;"R03BA01 beclometasona";"Inalatória";"dipropionato de beclometasona 400.000 micrograma";"Suspensão para inalação"
"552498";"@brasil11982990168";"Beclometasona 50 microgramas/dose + Salbutamol 100 microgramas/dose suspensão aerossol; inalador";"Beclometasona + Salbutamol";"Antiasmáticos";\N;\N;\N;"Inalatória por Via Oral";"dipropionato de beclometasona 50.000 micrograma,sulfato de salbutamol 100.000 micrograma";"Suspensão aerossol"
"526026";"@brasil17546884841";"Beclometasona 50 microgramas/dose solução aerossol; inalador";"Beclometasona";"Antiasmáticos";"Básico";\N;"R03BA01 beclometasona";"Inalatória por Via Oral";\N;"Solução aerossol"
"521744";"@brasil16043298481";"Beclometasona 50 microgramas/dose suspensão spray";"Beclometasona";"Antiasmáticos";"Básico";"331018007";"R03BA01 beclometasona";"Nasal";\N;"Suspensão spray"
"478177";"@brasil13100097199";"Belatacepte 250 mg pó para solução para injeção; frasco-ampola";"Belatacepte";"Imunossupressor";\N;\N;"L04AA28 belatacepte";"Intravenosa";"belatacepte 250.000 mg (Miligrama)";"Pó para solução para injeção"
"53224";"@brasil16362711204";"Belimumabe 120 mg pó para solução para injeção; ampola";"Belimumabe";\N;\N;\N;"L04AA26 belimumab";"Via de administração não aplicável";\N;"Não aplicável"
"675286";"@brasil17427840042";"Belimumabe 120 mg pó para solução para injeção; frasco-ampola";"Belimumabe";"Imunodepressor";\N;\N;"L04AA26 belimumab";"Intravenosa";"belimumabe 120.000 mg (Miligrama)";"Pó para solução para injeção"
"464334";"@brasil14810833328";"Belimumabe 400 mg pó para solução para injeção; frasco-ampola";"Belimumabe";"Imunodepressor";\N;"19482111000001102";"L04AA26 belimumab";"Intravenosa";"belimumabe 400.000 mg (Miligrama)";"Pó para solução para injeção"
"468263";"@brasil10241426927";"Bemiparina Sódica 10.000 unidades internacionais/0,4 mL solução para injeção; seringa preenchida";"Bemiparina Sódica";"Antitrombótico";\N;"410974000";"B01AB12 bemiparina";"Subcutânea";"bemiparina sódica 25000.000 UI (Unidade Internacional)";"Solução para injeção"
"468269";"@brasil17691314840";"Bemiparina Sódica 2.500 unidades internacionais/0,2 mL solução para injeção; seringa preenchida";"Bemiparina Sódica";"Antitrombótico";\N;"410966001";"B01AB12 bemiparina";"Subcutânea";"bemiparina sódica 12500.000 UI (Unidade Internacional)";"Solução para injeção"
"468275";"@brasil17732293732";"Bemiparina Sódica 3.500 unidades internacionais/0,2 mL solução para injeção; seringa preenchida";"Bemiparina Sódica";"Antitrombótico";\N;"410968000";\N;"Subcutânea";"bemiparina sódica 17500.000 UI (Unidade Internacional)";"Solução para injeção"
"468287";"@brasil14740741358";"Bemiparina Sódica 5.000 unidades internacionais/0,2 mL solução para injeção; seringa preenchida";"Bemiparina Sódica";"Antitrombótico";\N;"410972001";"B01AB12 bemiparina";"Subcutânea";"bemiparina sódica 25000.000 UI (Unidade Internacional)";"Solução para injeção"
"468293";"@brasil16941133751";"Bemiparina Sódica 7.500 unidades internacionais/0,3 mL solução para injeção; seringa preenchida";"Bemiparina Sódica";"Antitrombótico";\N;"410973006";\N;"Subcutânea";"bemiparina sódica 25000.000 UI (Unidade Internacional)";"Solução para injeção"
"400843";"@brasil11532751377";"Benazepril 10 mg + Hidroclorotiazida 12,5 mg comprimido";"Benazepril + Hidroclorotiazida";"Anti-hipertensivos - Associações medicamentosas";\N;"377227003";"C09BA07 benazepril e diuréticos";"Oral";"cloridrato de benazepril 10.000 mg (Miligrama),hidroclorotiazida 12.000 mg (Miligrama)";"Comprimido"
"249767";"@brasil18374221517";"Benazepril 10 mg comprimido";"Benazepril";"Anti-hipertensivos simples";\N;"376518009";"C09AA07 benazepril";"Oral";"cloridrato de benazepril 10.000 mg (Miligrama)";"Comprimido"
"400862";"@brasil18467280693";"Benazepril 5 mg + Hidroclorotiazida 6,25 mg comprimido";"Benazepril + Hidroclorotiazida";"Anti-hipertensivos - Associações medicamentosas";\N;\N;"C09BA07 benazepril e diuréticos";"Oral";"cloridrato de benazepril 5.000 mg (Miligrama),hidroclorotiazida 6.000 mg (Miligrama)";"Comprimido"
"249792";"@brasil17633914747";"Benazepril 5 mg comprimido";"Benazepril";"Anti-hipertensivos simples";\N;"376516008";"C09AA07 benazepril";"Oral";"cloridrato de benazepril 5.000 mg (Miligrama)";"Comprimido"
"313407";"@brasil11535327490";"Benciclano 100 mg comprimido";"Benciclano";"Vasodilatadores";\N;\N;"C04AX11 benciclano";"Não disponível";"não disponível 0.000 desconhecido";"Comprimido"
"253420";"@brasil16045786314";"Benciclano 200 mg comprimido";"Benciclano";\N;\N;\N;"C04AX11 benciclano";"Não disponível";"não disponível 0.000 desconhecido";"Não disponível"
"53252";"@brasil12957927465";"Bendamustina 100 mg pó para solução para injeção; frasco-ampola";"Bendamustina";\N;\N;\N;\N;"Via de administração não aplicável";\N;"Não aplicável"
"691230";"@brasil13671851812";"Benfotiamina 150 mg comprimido";"Benfotiamina";"Monovitaminas exceto vitamina K";\N;\N;"A11DA03 benfotiamina";"Oral";"benfotiamina 150.000 mg (Miligrama)";"Comprimido"
