"co_seq_id";"nu_apid";"no_nm"
122955;@brasil40695330585;Vidmax 100 mg comprimido
122956;@brasil87460354450;Topiramato 100 mg comprimido
122958;@brasil10714703848;Topiramato 100 mg comprimido
122959;@brasil40981515797;Topiramato 100 mg comprimido
122960;@brasil96246040457;Topit 100 mg comprimido
122962;@brasil79636406317;Toptil 100 mg comprimido
122963;@brasil34354393831;Topiramato 100 mg comprimido
122964;@brasil74529578076;Topiramato 100 mg comprimido
122965;@brasil65134036143;Amato 100 mg comprimido
122966;@brasil36173842526;Égide 100 mg comprimido
122967;@brasil46536686697;Topiramato 25 mg comprimido
122968;@brasil40785299869;Arasid 25 mg comprimido
122969;@brasil70796337772;Topiramato 25 mg comprimido
122970;@brasil36206036588;Sigmax 25 mg comprimido
122971;@brasil28380920817;Topiramato 25 mg comprimido
122972;@brasil89845028949;Topiramato 25 mg comprimido
122973;@brasil91363771902;Vidmax 25 mg comprimido
122974;@brasil50724314564;Topiramato 25 mg comprimido
122976;@brasil21515681232;Topiramato 25 mg comprimido
122977;@brasil16850156663;Topiramato 25 mg comprimido
122978;@brasil89814738408;Topit 25 mg comprimido
122980;@brasil40780756222;Toptil 25 mg comprimido
122981;@brasil13557958106;Topiramato 25 mg comprimido
122982;@brasil57945011383;Topiramato 25 mg comprimido
122983;@brasil83199633756;Amato 25 mg comprimido
122984;@brasil81332176098;Égide 25 mg comprimido
122985;@brasil23961497949;Oxcarbazepina 300 mg comprimido Ranbaxy Farmacêutica Ltda)
122986;@brasil51270583970;Oxcarbazepina 300 mg comprimido
122987;@brasil65367219723;Oxcarbazepina 600 mg comprimido Ranbaxy Farmacêutica Ltda)
123000;@brasil88675524002;Oxcarbazepina 600 mg comprimido
123001;@brasil32545907783;Keppra 250 mg comprimido
123002;@brasil18056922130;Diazepam 10 mg/2 mL solução para injeção
123003;@brasil85282222439;Diazepam 10 mg/2 mL solução para injeção
123004;@brasil62244509778;Uni Diazepax 10 mg/2 mL solução para injeção
123005;@brasil99608343467;Diazepam 10 mg/2 mL solução para injeção
123006;@brasil94217105269;Diazepam 10 mg/2 mL solução para injeção
123007;@brasil71980851979;Compaz 10 mg/2 mL solução para injeção
123008;@brasil54962370537;Fenitoína Sódica 250 mg/5 mL solução para injeção
123009;@brasil94291139214;Fenitoína Sódica 250 mg/5 mL solução para injeção
123010;@brasil56887851784;Fenitoína Sódica 250 mg/5 mL solução para injeção
123011;@brasil13435072171;Fenital 250 mg/5 mL solução para injeção
123012;@brasil38093560251;Hidantal 250 mg/5 mL solução para injeção
123013;@brasil38676951948;Entarkin 200 mg comprimido
123014;@brasil57936104389;Entacapona 200 mg comprimido
123015;@brasil29945927276;Entacapona 200 mg comprimido
123016;@brasil57663942970;Artane 2 mg comprimido
123017;@brasil41865428093;Artane 5 mg comprimido
123018;@brasil66522491819;Dysport 100 unidades pó para solução para injeção
123019;@brasil95713842212;Vasodipina 30 mg comprimido
123022;@brasil92435625429;Nimovas 30 mg comprimido
123027;@brasil56761965170;Uninaltrex 50 mg comprimido
123028;@brasil88695264739;Nicorette 2 mg goma de mascar
123030;@brasil72440057397;Nicorette 4 mg goma de mascar
123031;@brasil25466623532;Nicorette Freshfruit 4 mg goma de mascar
123033;@brasil41443587836;Niquitin 7 mg/ 24 horas adesivo transdérmico
123034;@brasil62567777742;Nicotinell 7 mg/ 24 horas adesivo transdérmico
123035;@brasil18868313648;Niquitin 14 mg/ 24 horas adesivo transdérmico
123036;@brasil47898410828;Nicotinell 14 mg/ 24 horas adesivo transdérmico
123037;@brasil10899686790;Niquitin 21 mg/ 24 horas adesivo transdérmico
123038;@brasil19554649469;Nicotinell 21 mg/ 24 horas adesivo transdérmico
123039;@brasil56171924193;Riluzol 50 mg comprimido
123040;@brasil55832959457;Rilotol 50 mg comprimido
123042;@brasil48910460755;LFM - Riluzol 50 mg comprimido
123044;@brasil16947749845;Riluzol 50 mg comprimido
123045;@brasil72192902982;Tekzor 50 mg comprimido
123047;@brasil93216798856;Riluzol 50 mg comprimido
123048;@brasil79619083802;Riluzol 50 mg comprimido
123049;@brasil41498568442;Riluzol 50 mg comprimido
123050;@brasil20398512721;Donera 5 mg comprimido
123051;@brasil55222401174;Donera 10 mg comprimido
123052;@brasil44350915263;Vastigma 1,5 mg cápsula
123053;@brasil76026895151;Astig 1,5 mg cápsula
123054;@brasil58320110117;Hemitartarato de Rivastigmina 1,5 mg cápsula
123055;@brasil15088568928;Hemitartarato de Rivastigmina 1,5 mg cápsula
123058;@brasil29842902556;Vivencia 1,5 mg cápsula
123059;@brasil30770251417;Hemitartarato de Rivastigmina 1,5 mg cápsula
123061;@brasil91085356984;Exelon 1,5 mg cápsula
123062;@brasil19824143471;Hidrogenotartarato de Rivastigmina 1,5 mg cápsula
123063;@brasil57249751040;Vastigma 3 mg cápsula
123064;@brasil51580577008;Astig 3 mg cápsula
123065;@brasil32044364037;Hemitartarato de Rivastigmina 3 mg cápsula
123066;@brasil92478310365;Hemitartarato de Rivastigmina 3 mg cápsula
123069;@brasil72026636476;Vivencia 3 mg cápsula
123070;@brasil15586608480;Hemitartarato de Rivastigmina 3 mg cápsula
123072;@brasil89202015603;Exelon 3 mg cápsula
123073;@brasil58913911355;Hidrogenotartarato de Rivastigmina 3 mg cápsula
123074;@brasil78166435403;Vastigma 4,5 mg cápsula
123075;@brasil35143825781;Astig 4,5 mg cápsula
123076;@brasil50269490892;Hemitartarato de Rivastigmina 4,5 mg cápsula
123077;@brasil56542334578;Hemitartarato de Rivastigmina 4,5 mg cápsula
123080;@brasil90706135609;Vivencia 4,5 mg cápsula
123081;@brasil78636306760;Hemitartarato de Rivastigmina 4,5 mg cápsula
123083;@brasil97859041052;Exelon 4,5 mg cápsula
123084;@brasil69348273676;Hidrogenotartarato de Rivastigmina 4,5 mg cápsula
123085;@brasil38791812095;Vastigma 6 mg cápsula
123086;@brasil70352223521;Astig 6 mg cápsula
123087;@brasil48556639523;Hemitartarato de Rivastigmina 6 mg cápsula
123088;@brasil99821135883;Hemitartarato de Rivastigmina 6 mg cápsula
123091;@brasil24876433109;Vivencia 6 mg cápsula
123092;@brasil53296083779;Hemitartarato de Rivastigmina 6 mg cápsula
123094;@brasil40340420295;Exelon 6 mg cápsula
123095;@brasil78193576647;Hidrogenotartarato de Rivastigmina 6 mg cápsula
123097;@brasil79492011948;Amoxicilina 500 mg cápsula
123098;@brasil37436886016;Furp - Amoxicilina 500 mg cápsula
123099;@brasil68235082176;Amoxicilina 500 mg cápsula
123100;@brasil52949536850;Amoxicilina 500 mg cápsula
123101;@brasil43644076118;Amoxicilina 500 mg cápsula
123102;@brasil92738130676;Amoxicilina 500 mg cápsula
123103;@brasil25597489366;Amoximed 500 mg cápsula
123105;@brasil19689263899;Amoxicilina 500 mg cápsula
123107;@brasil90652123536;Amoxicilina 500 mg cápsula
123108;@brasil81992456905;Amoxicilina 500 mg cápsula
123109;@brasil56824639108;Ocylin 500 mg cápsula
123110;@brasil52090674353;Amoxicilina 500 mg cápsula
123111;@brasil70531385623;Iquego-Amoxicilina 500 mg cápsula
123115;@brasil56923422286;Amoxicilina 500 mg cápsula
123116;@brasil51472883153;Novocilin 500 mg cápsula
123118;@brasil71982274775;Amoxicilina 500 mg cápsula
123119;@brasil64144313390;Uni Amox 500 mg cápsula
123120;@brasil93104326934;Amoxicilina 500 mg cápsula
123121;@brasil97852903814;Nemoxil 500 mg cápsula
123124;@brasil31235157351;Amoxicilina 500 mg cápsula
123125;@brasil51288611286;Amoxicilina Triidratada 500 mg cápsula
123126;@brasil60516694534;Amoxicilina 500 mg cápsula
123128;@brasil88522869097;Amoxil 500 mg cápsula
123130;@brasil35497772006;Neo Moxilin 500 mg cápsula
123131;@brasil93011313453;Amoxicilina 500 mg cápsula
123133;@brasil18879962425;Amoxicilina 500 mg cápsula
123135;@brasil17880669293;Amoxicilina 500 mg cápsula
123138;@brasil19709271168;Amoxicilina 500 mg + Clavulanato de Potássio 125 mg comprimido
123139;@brasil52962757703;Policlavumoxil 500 mg + 125 mg comprimido
123140;@brasil54990117815;Clavulin 500 mg + 125 mg comprimido
123142;@brasil52714241775;Ampicilina 500 mg cápsula
123143;@brasil56877567597;Amplacilina 500 mg cápsula
123144;@brasil80372782283;Ampicilina 500 mg cápsula
123146;@brasil80335059727;Ampicilina 500 mg cápsula
123147;@brasil90310304807;Praticilin 500 mg cápsula
123148;@brasil46434384280;Ampicilina Anidra 500 mg cápsula
123149;@brasil25538333800;Ampicilina 500 mg cápsula
123151;@brasil34318437876;Ampicilina 500 mg cápsula
123152;@brasil27081681583;Tazpen 4 g + 500 mg pó para solução para injeção
123153;@brasil24778698604;Piperaciclina Sódica 4 g + Tazobactam Sódico 500 mg pó para solução para injeção
123154;@brasil12243508991;Piperaciclina Sódica 4 g +Tazobactam Sódico 500 mg pó para solução para injeção
123155;@brasil47168605275;Piperaciclina Sódica 4 g + Tazobactam Sódico 500 mg pó para solução para injeção
123156;@brasil98179459393;Piperaciclina Sódica 4 g + Tazobactam Sódico 500 mg pó para solução para injeção
123157;@brasil62107883542;Tazocin 4 g + 500 mg pó para solução para injeção
123158;@brasil18152038654;Piperazam 4 g + 500 mg pó para solução para injeção
123159;@brasil97498605929;Piperaciclina Sódica 4 g + Tazobactam Sódico 500 mg pó para solução para injeção
123160;@brasil83251215619;Piperaciclina Sódica 4 g + Tazobactam Sódico 500 mg pó para solução para injeção
123161;@brasil62254024382;Tazpen 2 g + 250 mg pó para solução para injeção
123162;@brasil89667696671;Piperaciclina Sódica 2 g + Tazobactam Sódico 250 mg pó para solução para injeção
123163;@brasil80062766524;Piperaciclina Sódica 2 g + Tazobactam Sódico 250 mg pó para solução para injeção
123164;@brasil57918806027;Piperaciclina Sódica 2 g + Tazobactam Sódico 250 mg pó para solução para injeção
123165;@brasil78736197236;Tazocin 2 g + 250 mg pó para solução para injeção
123166;@brasil73346324450;Piperaciclina Sódica 2 g + Tazobactam Sódico 250 mg pó para solução para injeção
123167;@brasil41544936345;Ocylin 50 mg/mL suspensão oral
123168;@brasil64760486379;Furp - Amoxicilina 50 mg/mL suspensão oral
123169;@brasil94074443814;Amoxicilina 50 mg/mL suspensão oral
123170;@brasil47903217648;Amoxicilina 50 mg/mL suspensão oral
123172;@brasil29142443660;Amoxicilina 50 mg/mL suspensão oral
123174;@brasil53011057552;Amoxicilina 50 mg/mL suspensão oral
123175;@brasil94048643482;Amoxicilina Triidratada 50 mg/mL suspensão oral
123177;@brasil89013666628;Nemoxil 50 mg/mL suspensão oral
123179;@brasil19365152486;Amoxicilina 50 mg/mL suspensão oral
123181;@brasil64818269670;Cefaclor 50 mg/mL suspensão oral
123182;@brasil72621836511;Cefaclor 50 mg/mL suspensão oral
123183;@brasil67149848833;Cefadroxil 500 mg cápsula
123184;@brasil65609828607;Cefadroxila 500 mg cápsula
123185;@brasil91930539224;Cefadroxila 500 mg cápsula
123186;@brasil54474613599;Cefadroxila 500 mg cápsula
123187;@brasil51355036740;Cefadroxila 500 mg cápsula
123188;@brasil23155458943;Cefanaxil 500 mg cápsula
123189;@brasil89240695984;Cefadroxila 500 mg cápsula
123194;@brasil30892353696;Cefadroxila 500 mg cápsula
123195;@brasil17898922475;Cetazima 500 mg pó para solução para injeção
123196;@brasil60536737406;Clafordil 1.000 mg pó para solução para injeção
123197;@brasil54194921258;Cefotaxima Sódica 1 g pó para solução para injeção
123198;@brasil63948563887;Cetazima 1 g pó para solução para injeção
123199;@brasil24938038259;Cefoxitina Sódica 1.000 mg pó para solução para injeção
123200;@brasil24811404236;Cefton 1.000 mg pó para solução para injeção
123201;@brasil87486384461;Kefox 1 g pó para solução para injeção
123202;@brasil52569499277;Ceftazidon 1.000 mg pó para solução para injeção
123203;@brasil89896780030;Betazidim 1 g pó para solução para injeção
123204;@brasil85531433361;Kefadim 1 g pó para solução para injeção
123205;@brasil28557384409;Ceftazidima 1 g pó para solução para injeção
123206;@brasil10912954203;Ceftazidima Pentaidratada 1 g pó para solução para injeção
123207;@brasil25117491955;Ceftazidima Pentahidratada 1 g pó para solução para injeção
123208;@brasil13644315103;Cefazima 1 g pó para solução para injeção
123209;@brasil12125630860;Furp - Cefalexina 500 mg cápsula
123210;@brasil92570318992;Cefalexina Monoidratada 500 mg cápsula
123211;@brasil59115787352;Cefalexina 500 mg cápsula
123212;@brasil28093861067;Keforal 500 mg cápsula
123213;@brasil98696336097;Cefalexina 500 mg cápsula
123214;@brasil63200471456;Cefalexina 500 mg cápsula
123216;@brasil70037998434;Cellexina 500 mg cápsula
123217;@brasil54857726390;Cefalexina Monoidratada 500 mg cápsula
123218;@brasil78818405387;Cefagel 500 mg cápsula
123219;@brasil98754143746;Cefalexina 500 mg cápsula
123220;@brasil75680635933;Uni Cefalexin 500 mg cápsula
123221;@brasil60568036994;Cefalexina 500 mg cápsula
123222;@brasil84739895969;Keflaxina 500 mg cápsula
123224;@brasil82161601358;Cefalexina 50 mg/mL suspensão oral
123225;@brasil10485192226;Cefalexina 50 mg/mL suspensão oral
123226;@brasil94502972345;Cefalexina 50 mg/mL suspensão oral
123227;@brasil20445795867;Cefalexina 50 mg/mL suspensão oral
123228;@brasil39091239396;Cefalexina 50 mg/mL suspensão oral
123229;@brasil34412663943;Cefalexina Monoidratada 50 mg/mL suspensão oral
123230;@brasil87210409064;Cefagel 50 mg/mL suspensão oral
123231;@brasil31765105320;Cefalexina Monoidratada 50 mg/mL suspensão oral
123232;@brasil95889271376;Cefalexina 50 mg/mL suspensão oral
123235;@brasil76634503795;Cefalexina 50 mg/mL suspensão oral
123236;@brasil93225748529;Lexin 50 mg/mL suspensão oral
123237;@brasil84746092258;Cefalexina 50 mg/mL suspensão oral
123238;@brasil11596861468;Keflaxina 50 mg/mL suspensão oral
123239;@brasil53327749681;Fazolon 1.000 mg pó para solução para injeção
123240;@brasil36371160234;Cellozina 1 g pó para solução para injeção
123241;@brasil88718286135;Cefazolina Sódica 1 g pó para solução para injeção
123242;@brasil78086576617;Kefazol 1 g pó para solução para injeção
123243;@brasil11390012722;Cefazolina Sódica 1 g pó para solução para injeção
123246;@brasil15056539173;Cefazolina Sódica 1 g pó para solução para injeção
123247;@brasil77046668575;Cefazolina Sódica 1 g pó para solução para injeção
123249;@brasil40758721178;Cefazolina Sódica 1 g pó para solução para injeção
123250;@brasil29987784531;Cefazolina Sódica 1 g pó para solução para injeção
123251;@brasil97392231210;Cezolin 1 g pó para solução para injeção
123252;@brasil37493494220;Azeus 1 g pó para solução para injeção
123253;@brasil56993499579;Cloridrato de Minociclina 100 mg comprimido
123254;@brasil37639141589;Iquego - Minociclina 100 mg comprimido
123255;@brasil34737122538;Gentamisan 40 mg/1 mL solução para injeção
123257;@brasil89854007855;Amicilon 500 mg/2 mL solução para injeção
123259;@brasil34808047980;Sulfato de Amicacina 500 mg/2 mL solução para injeção
123260;@brasil79315244519;Sulfato de Amicacina 500 mg/2 mL solução para injeção
123262;@brasil45349335796;Claritromicina 500 mg pó para solução para injeção
123263;@brasil15306351394;Azitromicina 40 mg/mL suspensão oral
123265;@brasil45106877888;Azitromicina 40 mg/mL suspensão oral
123267;@brasil57840786479;Selimax Pulso 500 mg comprimido
123268;@brasil90636420455;Clindarix 300 mg/2 mL solução para injeção
123269;@brasil88635714891;Dalacin C 300 mg/2 mL solução para injeção
123270;@brasil54944167250;Fosfato de Clindamicina 300 mg/2 mL solução para injeção
123271;@brasil50354357066;Fosfato de Clindamicina 300 mg/2 mL solução para injeção
123272;@brasil53706509986;Clindarix 600 mg/4 mL solução para injeção
123273;@brasil39776076902;Clindacin 600 mg/4 mL solução para injeção
123274;@brasil20993805856;Fosfato de Clindamicina 600 mg/4 mL solução para injeção
123275;@brasil89976906283;Fosfato de Clindamicina 600 mg/4 mL solução para injeção
123276;@brasil88855382419;Meropeném 500 mg pó para solução para injeção
123277;@brasil98955349258;Meropeném 500 mg pó para solução para injeção
123278;@brasil76231954182;Zylpen 500 mg pó para solução para injeção
123279;@brasil70998399908;Meropeném 500 mg pó para solução para injeção
123280;@brasil80897061168;Meronem IV 500 mg pó para solução para injeção
123281;@brasil48400325459;Meropeném Tri-Hidratado 500 mg pó para solução para injeção
123282;@brasil97158364540;Mepenox 500 mg pó para solução para injeção
123283;@brasil58976877102;Meropeném 500 mg pó para solução para injeção
123284;@brasil20334891912;Meropeném 1 g pó para solução para injeção
123285;@brasil79339426129;Meropeném 1 g pó para solução para injeção
123286;@brasil10186808691;Zylpen 1 g pó para solução para injeção
123287;@brasil49880641511;Meropeném 1 g pó para solução para injeção
123288;@brasil36109226827;Meronem IV 1.000 mg pó para solução para injeção
123289;@brasil42533616041;Meropeném Tri-Hidratado 1 g pó para solução para injeção
123290;@brasil86130429062;Mepenox 1 g pó para solução para injeção
123292;@brasil19804741561;Furp - Sulfametoxazol + Trimetoprima 400 mg + 80 mg comprimido
123293;@brasil66794900602;Sulfametoxazol 400 mg + Trimetoprima 80 mg comprimido
123294;@brasil65618784266;Bactropin 400 mg + 80 mg comprimido
123295;@brasil76780069795;Sulfametoxazol 400 mg + Trimetoprima 80 mg comprimido
123297;@brasil57122095130;Sulfametoxazol 400 mg + Trimetoprima 80 mg comprimido
123298;@brasil11288039737;Belfactrim 400 mg + 80 mg comprimido
123299;@brasil91283270227;Sulfametoxazol 400 mg + Trimetoprima 80 mg comprimido
123300;@brasil13707691763;Infectrin 400 mg + 80 mg comprimido
123301;@brasil95636416853;Bacteracin 400 mg + 80 mg comprimido
123302;@brasil81485761926;Sulfametoxazol 400 mg + Trimetoprima 80 mg comprimido
123303;@brasil80463475655;Bactrim 400 mg + 80 mg comprimido
123304;@brasil69558392019;Sulfametoxazol 400 mg + Trimetoprima 80 mg comprimido
123305;@brasil29082951319;Qiftrim 400 mg + 80 mg comprimido
123306;@brasil27477149086;Bac-Sulfitrin 400 mg/5 mL + 80 mg/5 mL solução para injeção
123308;@brasil18636991925;Furp - Sulfadiazina 500 mg comprimido
