"id";"Name";"Description";"name_en";"id_pai"
F73.8;Retardo mental profundo - outros comprometimentos do comportamento;F73.8 Outr comprometimentos do comport;Profound mental retardation, other impairments of ;"475"
F73.9;Retardo mental profundo - sem menção de comprometimento do comportamento;F73.9 S/mencao de compr do comport;Profound mental retardation, without mention of im;"475"
F78.0;Outro retardo mental - menção de ausência de ou de comprometimento mínimo do comportamento;F78.0 Mencao ausencia de ou compr minimo comport;Other mental retardation, with the statement of no;"476"
F78.1;Outro retardo mental - comprometimento significativo do comportamento, requerendo vigilância ou tratamento;F78.1 Compr signif comport req vigilancia ou trat;Other mental retardation, significant impairment o;"476"
F78.8;Outro retardo mental - outros comprometimentos do comportamento;F78.8 Outr comprometimentos do comport;Other mental retardation, other impairments of beh;"476"
F78.9;Outro retardo mental - sem menção de comprometimento do comportamento;F78.9 S/mencao de compr do comport;Other mental retardation, without mention of impai;"476"
F79.0;Retardo mental não especificado - menção de ausência de ou de comprometimento mínimo do comportamento;F79.0 Mencao ausencia de ou compr minimo comport;Unspecified mental retardation, with the statement;"477"
F79.1;Retardo mental não especificado - comprometimento significativo do comportamento, requerendo vigilância ou tratamento;F79.1 Compr signif comport req vigilancia ou trat;Unspecified mental retardation, significant impair;"477"
F79.8;Retardo mental não especificado - outros comprometimentos do comportamento;F79.8 Outr comprometimentos do comport;Unspecified mental retardation, other impairments ;"477"
F79.9;Retardo mental não especificado - sem menção de comprometimento do comportamento;F79.9 S/mencao de compr do comport;Unspecified mental retardation, without mention of;"477"
F80.0;Transtorno específico da articulação da fala;F80.0 Transt especifico da articulacao da fala;Specific speech articulation disorder;"478"
F80.1;Transtorno expressivo de linguagem;F80.1 Transt expressivo de linguagem;Expressive language disorder;"478"
F80.2;Transtorno receptivo da linguagem;F80.2 Transt receptivo da linguagem;Receptive language disorder;"478"
F80.3;Afasia adquirida com epilepsia [síndrome de Landau-Kleffner];F80.3 Afasia adquir c/epilepsia;Acquired aphasia with epilepsy [Landau-Kleffner];"478"
F80.8;Outros transtornos de desenvolvimento da fala ou da linguagem;F80.8 Outr transt desenvolv fala ou linguagem;Other developmental disorders of speech and langua;"478"
F80.9;Transtorno não especificado do desenvolvimento da fala ou da linguagem;F80.9 Transt NE do desenvolv da fala ou linguagem;Developmental disorder of speech and language, uns;"478"
F81.0;Transtorno específico de leitura;F81.0 Transt especifico de leitura;Specific reading disorder;"479"
F81.1;Transtorno específico da soletração;F81.1 Transt especifico da soletracao;Specific spelling disorder;"479"
F81.2;Transtorno específico da habilidade em aritmética;F81.2 Transt especifico habilidade em aritmetica;Specific disorder of arithmetical skills;"479"
F81.3;Transtorno misto de habilidades escolares;F81.3 Transt misto de habilidades escolares;Mixed disorder of scholastic skills;"479"
F81.8;Outros transtornos do desenvolvimento das habilidades escolares;F81.8 Outr transt do desenvolv habilidade escolar;Other developmental disorders of scholastic skills;"479"
F81.9;Transtorno não especificado do desenvolvimento das habilidades escolares;F81.9 Transt NE do desenvolv habilidades escolares;Developmental disorder of scholastic skills, unspe;"479"
F84.0;Autismo infantil;F84.0 Autismo infantil;Childhood autism;"482"
F84.1;Autismo atípico;F84.1 Autismo atipico;Atypical autism;"482"
F84.2;Síndrome de Rett;F84.2 Sindr de Rett;Rett syndrome;"482"
F84.3;Outro transtorno desintegrativo da infância;F84.3 Outr transt desintegrativo da infancia;Other childhood disintegrative disorder;"482"
F84.4;Transtorno com hipercinesia associada a retardo mental e a movimentos estereotipados;F84.4 Transt c/hipercin ass ret ment mov estereot;Overactive disorder associated with mental retarda;"482"
F84.5;Síndrome de Asperger;F84.5 Sindr de Asperger;Asperger syndrome;"482"
F84.8;Outros transtornos globais do desenvolvimento;F84.8 Outr transt globais do desenvolv;Other pervasive developmental disorders;"482"
F84.9;Transtornos globais não especificados do desenvolvimento;F84.9 Transt globais NE do desenvolv;Pervasive developmental disorder, unspecified;"482"
F90.0;Distúrbios da atividade e da atenção;F90.0 Disturbios da atividade e da atencao;Disturbance of activity and attention;"485"
F90.1;Transtorno hipercinético de conduta;F90.1 Transt hipercinetico de conduta;Hyperkinetic conduct disorder;"485"
F90.8;Outros transtornos hipercinéticos;F90.8 Outr transt hipercineticos;Other hyperkinetic disorders;"485"
F90.9;Transtorno hipercinético não especificado;F90.9 Transt hipercinetico NE;Hyperkinetic disorder, unspecified;"485"
F91.0;Distúrbio de conduta restrito ao contexto familiar;F91.0 Disturbio conduta restrito contexto familiar;Conduct disorder confined to the family context;"486"
F91.1;Distúrbio de conduta não-socializado;F91.1 Disturbio de conduta nao-socializado;Unsocialized conduct disorder;"486"
F91.2;Distúrbio de conduta do tipo socializado;F91.2 Disturbio de conduta do tipo socializado;Socialized conduct disorder;"486"
F91.3;Distúrbio desafiador e de oposição;F91.3 Disturbio desafiador e de oposicao;Oppositional defiant disorder;"486"
F91.8;Outros transtornos de conduta;F91.8 Outr transt de conduta;Other conduct disorders;"486"
F91.9;Transtorno de conduta não especificado;F91.9 Transt de conduta NE;Conduct disorder, unspecified;"486"
F92.0;Distúrbio depressivo de conduta;F92.0 Disturbio depressivo de conduta;Depressive conduct disorder;"487"
F92.8;Outros transtornos mistos da conduta e das emoções;F92.8 Outr transt mistos da conduta e das emocoes;Other mixed disorders of conduct and emotions;"487"
F92.9;Transtorno misto da conduta e das emoções não especificado;F92.9 Transt misto da conduta e das emocoes NE;Mixed disorder of conduct and emotions, unspecifie;"487"
F93.0;Transtorno ligado à angústia de separação;F93.0 Transt ligado a angustia de separacao;Separation anxiety disorder of childhood;"488"
F93.1;Transtorno fóbico ansioso da infância;F93.1 Transt fobico ansioso da infancia;Phobic anxiety disorder of childhood;"488"
F93.2;Distúrbio de ansiedade social da infância;F93.2 Disturbio de ansiedade social da infancia;Social anxiety disorder of childhood;"488"
F93.3;Transtorno de rivalidade entre irmãos;F93.3 Transt de rivalidade entre irmaos;Sibling rivalry disorder;"488"
F93.8;Outros transtornos emocionais da infância;F93.8 Outr transt emocionais da infancia;Other childhood emotional disorders;"488"
F93.9;Transtorno emocional da infância não especificado;F93.9 Transt emocional da infancia NE;Childhood emotional disorder, unspecified;"488"
F94.0;Mutismo eletivo;F94.0 Mutismo eletivo;Elective mutism;"489"
F94.1;Distúrbio reativo de vinculação da infância;F94.1 Disturbio reativo de vinculacao da infancia;Reactive attachment disorder of childhood;"489"
F94.2;Transtorno de fixação da infância, com desinibição;F94.2 Transt de fixacao da infancia c/desinibicao;Disinhibited attachment disorder of childhood;"489"
F94.8;Outros transtornos do funcionamento social na infância;F94.8 Outr transt do funcionamento social infancia;Other childhood disorders of social functioning;"489"
F94.9;Transtorno do funcionamento social da infância não especificado;F94.9 Transt do funcionamento social infancia NE;Childhood disorder of social functioning, unspecif;"489"
F95.0;Tique transitório;F95.0 Tique transitorio;Transient tic disorder;"490"
F95.1;Tique motor ou vocal crônico;F95.1 Tique motor ou vocal cronico;Chronic motor or vocal tic disorder;"490"
F95.2;Tiques vocais e motores múltiplos combinados [doença de Gilles de la Tourette];F95.2 Tiques vocais e motores mult combinados;Combined vocal and multiple motor tic disorder [de;"490"
F95.8;Outros tiques;F95.8 Outr tiques;Other tic disorders;"490"
F95.9;Tique não especificado;F95.9 Tique NE;Tic disorder, unspecified;"490"
F98.0;Enurese de origem não-orgânica;F98.0 Enurese orig nao-organica;Nonorganic enuresis;"491"
F98.1;Encoprese de origem não-orgânica;F98.1 Encoprese orig nao-organica;Nonorganic encopresis;"491"
F98.2;Transtorno de alimentação na infância;F98.2 Transt de alimentacao na infancia;Feeding disorder of infancy and childhood;"491"
F98.3;Pica do lactente ou da criança;F98.3 Pica do lactente ou da crianca;Pica of infancy and childhood;"491"
F98.4;Estereotipias motoras;F98.4 Estereotipias motoras;Stereotyped movement disorders;"491"
F98.5;Gagueira [tartamudez];F98.5 Gagueira;Stuttering [stammering];"491"
F98.6;Linguagem precipitada;F98.6 Linguagem precipitada;Cluttering;"491"
F98.8;Outros transtornos comportamentais e emocionais especificados com início habitualmente na infância ou adolescência;F98.8 Outr trans comp emoc espec c/inic inf adoles;Other specified behavioural and emotional disorder;"491"
F98.9;Transtornos comportamentais e emocionais não especificados com início habitualmente na infância ou adolescência;F98.9 Transt comp emoc NE c/inicio infanc adolesc;Unspecified behavioural and emotional disorders wi;"491"
G00.0;Meningite por Haemophilus;G00.0 Meningite p/Haemophilus;Haemophilus meningitis;"493"
G00.1;Meningite pneumocócica;G00.1 Meningite pneumococica;Pneumococcal meningitis;"493"
G00.2;Meningite estreptocócica;G00.2 Meningite estreptococica;Streptococcal meningitis;"493"
G00.3;Meningite estafilocócica;G00.3 Meningite estafilococica;Staphylococcal meningitis;"493"
G00.8;Outras meningites bacterianas;G00.8 Outr meningites bacter;Other bacterial meningitis;"493"
G00.9;Meningite bacteriana não especificada;G00.9 Meningite bacter NE;Bacterial meningitis, unspecified;"493"
G02.0;Meningite em doenças virais classificadas em outra parte;G02.0 Meningite em doenc virais COP;Meningitis in viral diseases classified elsewhere;"495"
G02.1;Meningite em micoses;G02.1 Meningite em micoses;Meningitis in mycoses;"495"
G02.8;Meningite em outras doenças infecciosas e parasitárias classificadas em outra parte;G02.8 Meningite em outr doenc infecc e parasit COP;Meningitis in other specified infectious and paras;"495"
G03.0;Meningite não-piogênica;G03.0 Meningite nao-piogenica;Nonpyogenic meningitis;"496"
G03.1;Meningite crônica;G03.1 Meningite cronica;Chronic meningitis;"496"
G03.2;Meningite recorrente benigna [Mollaret];G03.2 Meningite recorrente benigna;Benign recurrent meningitis [Mollaret];"496"
G03.8;Meningite devida a outras causas especificadas;G03.8 Meningite dev outr causas espec;Meningitis due to other specified causes;"496"
G03.9;Meningite não especificada;G03.9 Meningite NE;Meningitis, unspecified;"496"
G04.0;Encefalite aguda disseminada;G04.0 Encefalite aguda disseminada;Acute disseminated encephalitis;"497"
G04.1;Paraplegia espástica tropical;G04.1 Paraplegia espastica tropical;Human T-cell lymphotropic virus associated myelopa;"497"
G04.2;Meningoencefalite e meningomielite bacterianas não classificadas em outra parte;G04.2 Meningoencefalite meningomielite bacter NCOP;Bacterial meningoencephalitis and meningomyelitis,;"497"
G04.8;Outras encefalites, mielites e encefalomielites;G04.8 Outr encefalites mielites e encefalomielites;Other encephalitis, myelitis and encephalomyelitis;"497"
G04.9;Encefalite, mielite e encefalomielite não especificada;G04.9 Encefalite mielite e encefalomielite NE;Encephalitis, myelitis and encephalomyelitis, unsp;"497"
G05.0;Encefalite, mielite e encefalomielite em doenças bacterianas classificadas em outra parte;G05.0 Encefal mielit encefalomiel doenc bacter COP;Encephalitis, myelitis and encephalomyelitis in ba;"498"
G05.1;Encefalite, mielite e encefalomielite em doenças virais classificadas em outra parte;G05.1 Encefal mielit encefalomiel doenc virais COP;Encephalitis, myelitis and encephalomyelitis in vi;"498"
G05.2;Encefalite, mielite e encefalomielite em outras doenças infecciosas e parasitárias classificadas em outra parte;G05.2 Encef miel encefal out doenc infec paras COP;Encephalitis, myelitis and encephalomyelitis in ot;"498"
G05.8;Encefalite, mielite e encefalomielite em outras doenças classificadas em outra parte;G05.8 Encefal mielit encefalomiel outr doenc COP;Encephalitis, myelitis and encephalomyelitis in ot;"498"
G06.0;Abscesso e granuloma intracranianos;G06.0 Abscesso e granuloma intracranianos;Intracranial abscess and granuloma;"499"
G06.1;Abscesso e granuloma intra-raquidianos;G06.1 Abscesso e granuloma intra-raquidianos;Intraspinal abscess and granuloma;"499"
G06.2;Abscesso extradural e subdural não especificados;G06.2 Abscesso extradural e subdural NE;Extradural and subdural abscess, unspecified;"499"
G11.0;Ataxia congênita não-progressiva;G11.0 Ataxia congen nao-progressiva;Congenital nonprogressive ataxia;"504"
G11.1;Ataxia cerebelar de início precoce;G11.1 Ataxia cerebelar de inicio precoce;Early-onset cerebellar ataxia;"504"
G11.2;Ataxia cerebelar de início tardio;G11.2 Ataxia cerebelar de inicio tard;Late-onset cerebellar ataxia;"504"
G11.3;Ataxia cerebelar com déficit na reparação do DNA;G11.3 Ataxia cerebelar c/deficit na reparacao DNA;Cerebellar ataxia with defective DNA repair;"504"
G11.4;Paraplegia espástica hereditária;G11.4 Paraplegia espastica hereditaria;Hereditary spastic paraplegia;"504"
G11.8;Outras ataxias hereditárias;G11.8 Outr ataxias hereditarias;Other hereditary ataxias;"504"
G11.9;Ataxia hereditária não especificada;G11.9 Ataxia hereditaria NE;Hereditary ataxia, unspecified;"504"
G12.0;Atrofia muscular espinal infantil tipo I [Werdnig-Hoffman];G12.0 Atrofia muscular espinal infantil tipo I;Infantile spinal muscular atrophy, type I [Werdnig;"505"
G12.1;Outras atrofias musculares espinais hereditárias;G12.1 Outr atrofias musculares espinais hereditar;Other inherited spinal muscular atrophy;"505"
