"id";"name";"location";"name_eng"
C02DD;derivados do nitroferricianeto;por;Nitroferricyanide derivatives
C02DD01;nitroprusseto de sódio;por;"nitroprusside; parenteral"
C02DG;derivados guianidínicos;por;Guanidine derivatives
C02DG01;pinacidil;por;"pinacidil; oral"
C02K;outros anti-hipertensivos;por;OTHER ANTIHYPERTENSIVES
C02KA;alcalóides, excluindo rawolfia;por;Alkaloids, excl. rauwolfia
C02KA01;veratro;por;"veratrum; systemic"
C02KB;inibidores da tirosina hidrolase;por;Tyrosine hydroxylase inhibitors
C02KB01;metirosina;por;"metirosine; oral"
C02KC;inibidores da monoaminoxidase;por;MAO inhibitors
C02KC01;pargilina;por;"pargyline; oral"
C02KD;antagonistas da serotonina;por;Serotonin antagonists
C02KD01;cetanserina;por;"ketanserin; systemic"
C02KX;outros anti-hipertensivos;por;Antihypertensives for pulmonary arterial hypertens
C02KX01;bosentana;por;"bosentan; oral"
C02L;anti-hipertensivos e diuréticos em associação;por;ANTIHYPERTENSIVES AND DIURETICS IN COMBINATION
C02LA;alcalóides da rawolfia e diuréticos em associação;por;Rauwolfia alkaloids and diuretics in combination
C02LA01;reserpina e diuréticos;por;"reserpine and diuretics; systemic"
C02LA02;rescinamina e diuréticos;por;"rescinnamine and diuretics; systemic"
C02LA03;deserpidina e diuréticos;por;"deserpidine and diuretics; oral"
C02LA04;metoserpidina e diuréticos;por;"methoserpidine and diuretics; oral"
C02LA07;bietaserpina e diuréticos;por;"bietaserpine and diuretics; oral"
C02LA08;alcalóides da rauwolfia, raíz inteira e diuréticos;por;"rauwolfia alkaloids, whole root and diuretics; sys"
C02LA09;sirosingopina e diuréticos;por;syrosingopine and diuretics
C02LA50;associação de alcalóides da rauwolfia e diuréticos  incluindo outras associações;por;combination of rauwolfia alkaloids and diuretics i
C02LA51;reserpina e diuréticos, associações com outros farmacos;por;reserpine and diuretics, combinations with other d
C02LA52;rescinamina e diuréticos, associações com outros fármacos;por;rescinnamine and diuretics, combinations with othe
C02LA71;reserpina e diuréticos, associações com psicolépticos;por;reserpine and diuretics, combinations with psychol
C02LB;metildopa e diuréticos em associação;por;Methyldopa and diuretics in combination
C02LB01;metildopa (levógira) e diuréticos;por;"methyldopa (levorotatory) and diuretics; systemic"
C02LC;agonistas de receptores imidazolínicos em associação com diuréticos;por;Imidazoline receptor agonists in combination with 
C02LC01;clonidina e diuréticos;por;"clonidine and diuretics; systemic"
C02LC05;monoxidina e diuréticos;por;"moxonidine and diuretics; oral"
C02LC51;clonidina e diuréticos, associações com outros fármacos;por;clonidine and diuretics, combinations with other d
C02LE;antagonistas alfa-adrenérgicos e diuréticos;por;Alpha-adrenoreceptor antagonists and diuretics
C02LF;derivados da guanidina e diuréticos;por;Guanidine derivatives and diuretics
C02LF01;guanetidina e diuréticos;por;"guanethidine and diuretics; systemic"
C02LG;derivados hidrazinoftalazina e diuréticos;por;Hydrazinophthalazine derivatives and diuretics
C02LG01;diidralazina e diuréticos;por;"dihydralazine and diuretics; systemic"
C02LG02;hidralazina e diuréticos;por;"hydralazine and diuretics; systemic"
C02LG03;picodralazina e diuréticos;por;picodralazine and diuretics
C02LG51;diidralazina e diuréticos, associações com outros farmacos;por;dihydralazine and diuretics, combinations with oth
C02LG73;picodralazina e diuréticos, associações com psicolépticos;por;picodralazine and diuretics, combinations with psy
C02LK;alcalóides excluindo rawolfia, em associações com diuréticos;por;Alkaloids, excl. rauwolfia, in combination with di
C02LK01;veratro associado com diuréticos;por;"veratrum and diuretics; systemic"
C02LL;inibidores da monoaminoxidase associados com diuréticos;por;MAO inhibitors and diuretics
C02LL01;pargilina e diuréticos;por;"pargyline and diuretics; oral"
C02LN;antagonistas da serotonina associados com diuréticos;por;Serotonin antagonists and diuretics
C02LX;outros anti-hipertensivos associados com diuréticos;por;Other antihypertensives and diuretics
C02LX01;pinacidil associado com diuréticos;por;"pinacidil and diuretics; oral"
C02N;associações de anti-hipertensivos classificados na atc - grupo c02;por;COMBINATIONS OF ANTIHYPERTENSIVES IN ATC-GR. C02
C03;diuréticos;por;DIURETICS
C03A;diuréticos(de teto baixo), tiazídicos;por;LOW-CEILING DIURETICS, THIAZIDES
C03AA;tiazidas, monodroga;por;Thiazides, plain
C03AA01;bendroflumetiazida;por;"bendroflumethiazide; oral"
C03AA02;hidroflumetiazida;por;"hydroflumethiazide; oral"
C03AA03;hidroclorotiazida;por;"hydrochlorothiazide; oral"
C03AA04;clorotiazida;por;"chlorothiazide; oral"
C03AA05;politiazida;por;"polythiazide; oral"
C03AA06;triclormetiazida;por;"trichlormethiazide; oral"
C03AA07;ciclopentiazida;por;"cyclopenthiazide; oral"
C03AA08;meticlotiazida;por;"methyclothiazide; oral"
C03AA09;ciclotiazida;por;"cyclothiazide; oral"
C03AA13;mebutizida;por;"mebutizide; oral"
C03AB;tiazidas em associação com potássio;por;Thiazides and potassium in combination
C03AB01;bendroflumetiazida e potássio;por;"bendroflumethiazide and potassium; oral"
C03AB02;hidroflumetiazida e potássio;por;"hydroflumethiazide and potassium; oral"
C03AB03;hidroclorotiazida e potássio;por;"hydrochlorothiazide and potassium; oral"
C03AB04;clorotiazida e potássio;por;"chlorothiazide and potassium; oral"
C03AB05;politiazida e potássio;por;"polythiazide and potassium; oral"
C03AB06;triclormetiazida e potássio;por;"trichlormethiazide and potassium; oral"
C03AB07;ciclopentiazida e potássio;por;"cyclopenthiazide and potassium; oral"
C03AB08;meticlotiazida e potássio;por;"methyclothiazide and potassium; oral"
C03AB09;ciclotiazida e potássio;por;"cyclothiazide and potassium; oral"
C03AH;tiazidas, associações com psicolépticos e/ou analgésicos;por;Thiazides, combinations with psycholeptics and/or 
C03AH01;clorotiazida, associações contendo;por;"chlorothiazide, combinations; systemic"
C03AH02;hidroflumetiazida, associações contendo;por;"hydroflumethiazide, combinations; systemic"
C03AX;tiazidas, associações com outros fármacos;por;Thiazides, combinations with other drugs
C03AX01;hidroclorotiazida, associações contendo;por;"hydrochlorothiazide, combinations; oral"
C03B;diuréticos( de teto baixo), excluindo tiazidas;por;LOW-CEILING DIURETICS, EXCL. THIAZIDES
C03BA;sulfonamidas, monodroga;por;Sulfonamides, plain
C03BA02;quinetazona;por;"quinethazone; oral"
C03BA03;clopamida;por;"clopamide; oral"
C03BA04;clortalidona;por;"chlortalidone; oral"
C03BA05;mefrusida;por;"mefruside; oral"
C03BA07;clofenamida;por;"clofenamide; oral"
C03BA08;metolazona;por;"metolazone; oral"
C03BA09;meticrano;por;"meticrane; oral"
C03BA10;xipamida;por;"xipamide; oral"
C03BA11;indapamida;por;"indapamide; oral"
C03BA12;clorexolona;por;"clorexolone; oral"
C03BA13;fenquizona;por;fenquizone
C03BA82;clorexolona, associações com psicolépticos;por;"clorexolone, combinations with psycholeptics; oral"
C03BB;sulfonamidas e potássio em associação;por;Sulfonamides and potassium in combination
C03BB02;quinetazona e potássio;por;"quinethazone and potassium; oral"
C03BB03;clopamida e potássio;por;"clopamide and potassium; oral"
C03BB04;clortalidona e potássio;por;"chlortalidone and potassium; oral"
C03BB05;mefrusida e potássio;por;"mefruside and potassium; oral"
C03BB07;clofenamida e potássio;por;"clofenamide and potassium; systemic"
C03BC;diuréticos mercuriais;por;Mercurial diuretics
C03BC01;mersalila;por;"mersalyl; parenteral"
C03BD;derivados xantínicos;por;Xanthine derivatives
C03BD01;teobromina;por;"theobromine; oral"
C03BK;sulfonamidas, associações com outros fármacos;por;Sulfonamides, combinations with other drugs
C03BX;outros diuréticos (de teto baixo);por;Other low-ceiling diuretics
C03BX03;cicletanina;por;"cicletanine; oral"
C03C;diuréticos (de teto alto);por;HIGH-CEILING DIURETICS
C03CA;sulfonamidas, monodroga;por;Sulfonamides, plain
C03CA01;furosemida;por;"furosemide; systemic"
C03CA02;bumetanida;por;"bumetanide; systemic"
C03CA03;piretanida;por;"piretanide; systemic"
C03CA04;torasemida;por;"torasemide; systemic"
C03CB;sulfonamidas e potássio em associação;por;Sulfonamides and potassium in combination
C03CB01;furosemida e potássio;por;"furosemide and potassium; oral"
C03CB02;bumetanida e potássio;por;"bumetanide and potassium; oral"
C03CC;derivados do ácido ariloxiacético;por;Aryloxyacetic acid derivatives
C03CC01;ácido etacrínico;por;"etacrynic acid; systemic"
C03CC02;ácido tienílico;por;"tienilic acid; oral"
C03CD;derivados pirazolônicos;por;Pyrazolone derivatives
C03CD01;muzolimina;por;"muzolimine; oral"
C03CX;outros diuréticos (de teto alto);por;Other high-ceiling diuretics
C03CX01;etozolina;por;"etozolin; oral"
C03D;agentes poupadores de potássio;por;POTASSIUM-SPARING AGENTS
C03DA;antagonistas da aldosterona;por;Aldosterone antagonists
C03DA01;espironolactona;por;"spironolactone; oral"
C03DA02;canrenoato de potássio;por;"potassium canrenoate; parenteral"
C03DA03;canrenona;por;"canrenone; parenteral"
C03DA04;eplerenona;por;"eplerenone; oral"
C03DB;outros agentes poupadores de potássio;por;Other potassium-sparing agents
C03DB01;amilorida;por;"amiloride; oral"
C03DB02;triantereno;por;"triamterene; oral"
C03E;diuréticos(de teto baixo) e agentes poupadores de potássio em associação;por;DIURETICS AND POTASSIUM-SPARING AGENTS IN COMBINAT
C03EA;diuréticos (de teto baixo)o e agentes poupadores de potássio;por;Low-ceiling diuretics and potassium-sparing agents
C03EA01;hidroclorotiazida e agentes poupadores de potássio;por;"hydrochlorothiazide and potassium-sparing agents; "
C03EA02;triclormetiazida e agentes poupadores de potássio;por;"trichlormethiazide and potassium-sparing agents; o"
C03EA03;epitizida e agentes poupadores de potássio;por;epitizide and potassium-sparing agents
C03EA04;altizida e agentes poupadores de potássio;por;"altizide and potassium-sparing agents; oral"
C03EA05;mebutizida e agentes poupadores de potássio;por;"mebutizide and potassium-sparing agents; oral"
C03EA06;clortalidona e agentes poupadores de potássio;por;"chlortalidone and potassium-sparing agents; oral"
C03EA07;ciclopentiazida e agentes poupadores de potássio;por;"cyclopenthiazide and potassium-sparing agents; ora"
C03EA12;metolazona e agentes poupadores de potássio;por;"metolazone and potassium-sparing agents; oral"
C03EA13;bendroflumetiazida e agentes poupadores de potássio;por;"bendroflumethiazide and potassium-sparing agents; "
C03EA14;butizida e agentes poupadores de potássio;por;"butizide and potassium-sparing agents; systemic"
C03EB;diuréticos (de teto alto) e agentes poupadores de potássio;por;High-ceiling diuretics and potassium-sparing agent
C03EB01;furosemida e agentes poupadores de potássio;por;"furosemide and potassium-sparing agents; systemic"
C03EB02;bumetanida e agentes poupadores de potássio;por;"bumetanide and potassium-sparing agents; systemic"
C03X;outros  diuréticos;por;OTHER DIURETICS
C03XA;antagonistas da vasopressina;por;Vasopressin antagonists
C03XA01;tolvaptana;por;"tolvaptan; oral"
C03XA02;conivaptana;por;"conivaptan; parenteral"
C04;vasodilatadores periféricos;por;PERIPHERAL VASODILATORS
C04A;vasodilatadores periféricos;por;PERIPHERAL VASODILATORS
C04AA;derivados do 2-amino-1-feniletanol;por;"2-amino-1-phenylethanol derivatives"
C04AA01;isoxsuprina;por;"isoxsuprine; systemic"
C04AA02;bufenina;por;"buphenine; oral"
C04AA31;bametana;por;"bamethan; oral"
C04AB;derivados de imidazolina;por;Imidazoline derivatives
C04AB01;fentolamina;por;"phentolamine; systemic (imidazoline derivatives)"
C04AB02;tolazolina;por;"tolazoline; oral"
C04AC;ácido nicotínico e derivados;por;Nicotinic acid and derivatives
C04AC01;ácido nicotínico;por;"nicotinic acid; systemic"
C04AC02;álcool nicotinílico (piridilcarbinol);por;"nicotinyl alcohol (pyridylcarbinol); systemic"
C04AC03;nicotinato de inositol;por;"inositol nicotinate; oral"
C04AC07;ciclonicato;por;ciclonicate
C04AD;derivados da purina;por;Purine derivatives
C04AD01;pentifilina;por;"pentifylline; oral, rectal"
C04AD02;nicotinato de xantinol;por;"xantinol nicotinate; systemic"
C04AD03;pentoxifilina;por;"pentoxifylline; systemic"
C04AD04;nicotinato de etofilina;por;"etofylline nicotinate; oral"
C04AE;alcalóides do ergot;por;Ergot alkaloids
C04AE01;mesilatos ergolóides;por;"ergoloid mesylates; systemic"
C04AE02;nicergolina;por;"nicergoline; systemic"
C04AE04;diidroergocristina;por;"dihydroergocristine; systemic"
C04AE51;mesilatos ergolóides, associações contendo;por;"ergoloid mesylates, combinations; systemic"
C04AE54;diidroergocristina, associações contendo;por;"dihydroergocristine, combinations; systemic"
C04AF;enzimas com ação vasodilatadora periférica;por;Enzymes
C04AF01;calidinogenase;por;"kallidinogenase; systemic"
C04AX;outros vasodilatadores periféricos;por;Other peripheral vasodilators
C04AX01;ciclandelato;por;"cyclandelate; oral"
C04AX02;fenoxibenzamina;por;"phenoxybenzamine; oral"
C04AX07;vincamina;por;"vincamine; systemic"
C04AX10;moxisilita;por;"moxisylyte; systemic (peripheral vasodilators)"
C04AX11;benciclano;por;"bencyclane; systemic"
C04AX13;piribedil;por;"[U] piribedil; systemic"
C04AX17;vimburnina;por;"vinburnine; systemic"
C04AX19;sulcotidil;por;"suloctidil; oral"
C04AX20;buflomedil;por;"buflomedil; oral"
C04AX21;naftidrofurila;por;"naftidrofuryl; oral"
C04AX23;butalamina;por;"butalamine; oral"
C04AX24;visnadina;por;"visnadine; oral"
C04AX26;cetiedil;por;"cetiedil; oral"
C04AX27;cinepazida;por;"cinepazide; systemic"
C04AX28;ifemprodil;por;"ifenprodil; oral"
C04AX30;azapetina;por;"azapetine; oral"
C04AX32;fasudil;por;"fasudil; parenteral"
C05;vasoprotetores;por;VASOPROTECTIVES
C05A;agentes para tratamento de hemorróidas e fissuras anais para uso tópico;por;AGENTS FOR TREATMENT OF HEMORRHOIDS AND ANAL FISSU
C05AA;corticosteróides;por;Corticosteroids
C05AA01;hidrocortisona;por;"hydrocortisone; rectal, topical"
C05AA04;prednisolona;por;"prednisolone; rectal, topical"
C05AA05;betametasona;por;"betamethasone; rectal, topical"
C05AA06;fluormetolona;por;"fluorometholone; rectal, topical"
C05AA08;fluocortolona;por;"fluocortolone; rectal, topical"
C05AA09;dexametasona;por;"dexamethasone; rectal, topical"
C05AA10;fluocinolona acetonida;por;"fluocinolone acetonide; rectal, topical"
C05AA11;fluocinonida;por;"fluocinonide; rectal, topical"
C05AA12;triancinolona;por;"triamcinolone; rectal, topical"
C05AB;antibióticos;por;Antibiotics
C05AD;anestésicos locais;por;Local anesthetics
C05AD01;lidocaína;por;"lidocaine; rectal, topical"
C05AD02;tetracaína;por;"tetracaine; rectal, topical"
C05AD03;benzocaína;por;"benzocaine; rectal, topical"
C05AD04;cinchocaína;por;"cinchocaine; rectal, topical"
C05AD05;procaína;por;"procaine; rectal, topical"
C05AD06;oxetacaína;por;"oxetacaine; rectal, topical"
C05AD07;pramocaína;por;"pramocaine; rectal, topical"
C05AE;relaxantes musculares;por;Muscle relaxants
C05AE01;trinitrato de glicerila;por;"glyceryl trinitrate; rectal, topical"
C05AE02;dinitrato de isossorbida;por;"isosorbide dinitrate; rectal, topical"
C05AX;outros agentes para tratamento de hemorróidas e fissuras anais para uso tópico;por;Other agents for treatment of hemorrhoids and anal
C05AX01;alumínio, preparações de;por;"aluminium preparations; rectal, topical"
C05AX02;preparados de bismuto, associações contendo;por;"bismuth preparations, combinations; rectal, topica"
C05AX03;outras preparações, associações;por;"other preparations, combinations; rectal"
C05AX04;preparações contendo zinco;por;"zinc preparations; rectal, topical"
C05AX05;tribenosídeo;por;"tribenoside; rectal, topical"
C05B;terapia antivaricosa;por;ANTIVARICOSE THERAPY
C07AB03;atenolol;por;"atenolol; systemic"
C05BA;heparinas e heparinóides para uso tópico;por;Heparins or heparinoids for topical use
C05BA01;heparinóides orgânicos;por;"organo-heparinoid; topical"
C05BA02;apolato de sódio;por;"sodium apolate; topical"
C05BA03;heparina;por;"heparin; topical"
C05BA04;polissulfato sódico de pentosana;por;"pentosan polysulfate sodium; topical"
C05BA51;heparinóides, associações contendo;por;"heparinoid, combinations; topical"
C05BA53;heparina, associações contendo;por;"heparin, combinations; topical"
C05BB;agentes esclerosantes para injeção local;por;Sclerosing agents for local injection
C05BB01;oleato de monoetanolamina;por;"monoethanolamine oleate; parenteral"
C05BB02;polidocanol;por;"polidocanol; parenteral"
C05BB03;açúcar invertido;por;"invert sugar; parenteral"
C05BB04;feredetato de sódio;por;"sodium tetradecyl sulfate; parenteral"
C05BB05;fenol;por;"phenol; parenteral (sclerosing agents for local in"
C05BB56;glicose, associações;por;"glucose, combinations; parenteral"
C05BX;outros agentes esclerosantes;por;Other sclerosing agents
C05BX01;dobesilato de cálcio;por;"calcium dobesilate; oral, topical"
C05BX51;dobesilato de cálcio, associações contendo;por;"calcium dobesilate, combinations; oral, topical"
